آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,دوره‌ها
0.0,1,FOMC,Neutral,29,22,7,75.9,24.1,3.14,2017-12-14_2017-12-23|2018-02-01_2018-02-10|2018-03-22_2018-03-31|2018-05-03_2018-05-12|2018-08-02_2018-08-11|2018-09-27_2018-10-06|2019-03-21_2019-03-30|2020-06-11_2020-06-20|2020-09-17_2020-09-26|2020-12-17_2020-12-26|2021-01-28_2021-02-06|2021-04-29_2021-05-08|2021-07-29_2021-08-07|2021-12-16_2021-12-25|2022-01-27_2022-02-05|2022-03-17_2022-03-26|2022-09-22_2022-10-01|2022-11-03_2022-11-12|2023-02-02_2023-02-11|2023-05-04_2023-05-13|2023-06-15_2023-06-24|2024-02-01_2024-02-10|2024-03-21_2024-03-30|2024-05-02_2024-05-11|2025-05-08_2025-05-17|2025-09-18_2025-09-27|2025-12-11_2025-12-20|2026-03-19_2026-03-28|2026-04-30_2026-05-09
0.1,1,FOMC,Neutral,29,22,7,75.9,24.1,3.14,2017-12-14_2017-12-23|2018-02-01_2018-02-10|2018-03-22_2018-03-31|2018-05-03_2018-05-12|2018-08-02_2018-08-11|2018-09-27_2018-10-06|2019-03-21_2019-03-30|2020-06-11_2020-06-20|2020-09-17_2020-09-26|2020-12-17_2020-12-26|2021-01-28_2021-02-06|2021-04-29_2021-05-08|2021-07-29_2021-08-07|2021-12-16_2021-12-25|2022-01-27_2022-02-05|2022-03-17_2022-03-26|2022-09-22_2022-10-01|2022-11-03_2022-11-12|2023-02-02_2023-02-11|2023-05-04_2023-05-13|2023-06-15_2023-06-24|2024-02-01_2024-02-10|2024-03-21_2024-03-30|2024-05-02_2024-05-11|2025-05-08_2025-05-17|2025-09-18_2025-09-27|2025-12-11_2025-12-20|2026-03-19_2026-03-28|2026-04-30_2026-05-09
0.2,1,FOMC,Neutral,29,22,7,75.9,24.1,3.14,2017-12-14_2017-12-23|2018-02-01_2018-02-10|2018-03-22_2018-03-31|2018-05-03_2018-05-12|2018-08-02_2018-08-11|2018-09-27_2018-10-06|2019-03-21_2019-03-30|2020-06-11_2020-06-20|2020-09-17_2020-09-26|2020-12-17_2020-12-26|2021-01-28_2021-02-06|2021-04-29_2021-05-08|2021-07-29_2021-08-07|2021-12-16_2021-12-25|2022-01-27_2022-02-05|2022-03-17_2022-03-26|2022-09-22_2022-10-01|2022-11-03_2022-11-12|2023-02-02_2023-02-11|2023-05-04_2023-05-13|2023-06-15_2023-06-24|2024-02-01_2024-02-10|2024-03-21_2024-03-30|2024-05-02_2024-05-11|2025-05-08_2025-05-17|2025-09-18_2025-09-27|2025-12-11_2025-12-20|2026-03-19_2026-03-28|2026-04-30_2026-05-09
0.3,1,FOMC,Neutral,29,22,7,75.9,24.1,3.14,2017-12-14_2017-12-23|2018-02-01_2018-02-10|2018-03-22_2018-03-31|2018-05-03_2018-05-12|2018-08-02_2018-08-11|2018-09-27_2018-10-06|2019-03-21_2019-03-30|2020-06-11_2020-06-20|2020-09-17_2020-09-26|2020-12-17_2020-12-26|2021-01-28_2021-02-06|2021-04-29_2021-05-08|2021-07-29_2021-08-07|2021-12-16_2021-12-25|2022-01-27_2022-02-05|2022-03-17_2022-03-26|2022-09-22_2022-10-01|2022-11-03_2022-11-12|2023-02-02_2023-02-11|2023-05-04_2023-05-13|2023-06-15_2023-06-24|2024-02-01_2024-02-10|2024-03-21_2024-03-30|2024-05-02_2024-05-11|2025-05-08_2025-05-17|2025-09-18_2025-09-27|2025-12-11_2025-12-20|2026-03-19_2026-03-28|2026-04-30_2026-05-09
