آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,دوره‌ها
0.0,1,FOMC,Neutral,23,14,9,60.9,39.1,1.56,2020-07-30_2020-08-28|2020-11-06_2020-12-05|2021-06-17_2021-07-16|2021-11-04_2021-12-03|2021-12-16_2022-01-14|2022-01-27_2022-02-25|2022-05-05_2022-06-03|2022-07-28_2022-08-26|2022-09-22_2022-10-21|2023-02-02_2023-03-03|2023-06-15_2023-07-14|2023-07-27_2023-08-25|2023-09-21_2023-10-20|2024-02-01_2024-03-01|2024-05-02_2024-05-31|2024-06-13_2024-07-12|2024-12-19_2025-01-17|2025-06-19_2025-07-18|2025-07-31_2025-08-29|2025-12-11_2026-01-09|2026-01-29_2026-02-27|2026-03-19_2026-04-17|2026-04-30_2026-05-29
0.1,1,FOMC,Neutral,23,14,9,60.9,39.1,1.56,2020-07-30_2020-08-28|2020-11-06_2020-12-05|2021-06-17_2021-07-16|2021-11-04_2021-12-03|2021-12-16_2022-01-14|2022-01-27_2022-02-25|2022-05-05_2022-06-03|2022-07-28_2022-08-26|2022-09-22_2022-10-21|2023-02-02_2023-03-03|2023-06-15_2023-07-14|2023-07-27_2023-08-25|2023-09-21_2023-10-20|2024-02-01_2024-03-01|2024-05-02_2024-05-31|2024-06-13_2024-07-12|2024-12-19_2025-01-17|2025-06-19_2025-07-18|2025-07-31_2025-08-29|2025-12-11_2026-01-09|2026-01-29_2026-02-27|2026-03-19_2026-04-17|2026-04-30_2026-05-29
0.2,1,FOMC,Neutral,23,14,9,60.9,39.1,1.56,2020-07-30_2020-08-28|2020-11-06_2020-12-05|2021-06-17_2021-07-16|2021-11-04_2021-12-03|2021-12-16_2022-01-14|2022-01-27_2022-02-25|2022-05-05_2022-06-03|2022-07-28_2022-08-26|2022-09-22_2022-10-21|2023-02-02_2023-03-03|2023-06-15_2023-07-14|2023-07-27_2023-08-25|2023-09-21_2023-10-20|2024-02-01_2024-03-01|2024-05-02_2024-05-31|2024-06-13_2024-07-12|2024-12-19_2025-01-17|2025-06-19_2025-07-18|2025-07-31_2025-08-29|2025-12-11_2026-01-09|2026-01-29_2026-02-27|2026-03-19_2026-04-17|2026-04-30_2026-05-29
0.3,1,FOMC,Neutral,23,14,9,60.9,39.1,1.56,2020-07-30_2020-08-28|2020-11-06_2020-12-05|2021-06-17_2021-07-16|2021-11-04_2021-12-03|2021-12-16_2022-01-14|2022-01-27_2022-02-25|2022-05-05_2022-06-03|2022-07-28_2022-08-26|2022-09-22_2022-10-21|2023-02-02_2023-03-03|2023-06-15_2023-07-14|2023-07-27_2023-08-25|2023-09-21_2023-10-20|2024-02-01_2024-03-01|2024-05-02_2024-05-31|2024-06-13_2024-07-12|2024-12-19_2025-01-17|2025-06-19_2025-07-18|2025-07-31_2025-08-29|2025-12-11_2026-01-09|2026-01-29_2026-02-27|2026-03-19_2026-04-17|2026-04-30_2026-05-29
