آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,دوره‌ها
0.0,1,FOMC,Neutral,27,18,9,66.7,33.3,2.0,2018-02-01_2018-02-05|2018-09-27_2018-10-01|2018-11-09_2018-11-13|2019-03-21_2019-03-25|2019-09-19_2019-09-23|2020-01-30_2020-02-03|2020-04-30_2020-05-04|2020-09-17_2020-09-21|2021-03-18_2021-03-22|2021-09-23_2021-09-27|2021-11-04_2021-11-08|2022-01-27_2022-01-31|2022-03-17_2022-03-21|2023-03-23_2023-03-27|2023-05-04_2023-05-08|2023-11-02_2023-11-06|2023-12-14_2023-12-18|2024-03-21_2024-03-25|2024-05-02_2024-05-06|2024-06-13_2024-06-17|2024-09-19_2024-09-23|2024-12-19_2024-12-23|2025-03-20_2025-03-24|2025-05-08_2025-05-12|2025-06-19_2025-06-23|2025-12-11_2025-12-15|2026-03-19_2026-03-23
0.1,1,FOMC,Neutral,27,18,9,66.7,33.3,2.0,2018-02-01_2018-02-05|2018-09-27_2018-10-01|2018-11-09_2018-11-13|2019-03-21_2019-03-25|2019-09-19_2019-09-23|2020-01-30_2020-02-03|2020-04-30_2020-05-04|2020-09-17_2020-09-21|2021-03-18_2021-03-22|2021-09-23_2021-09-27|2021-11-04_2021-11-08|2022-01-27_2022-01-31|2022-03-17_2022-03-21|2023-03-23_2023-03-27|2023-05-04_2023-05-08|2023-11-02_2023-11-06|2023-12-14_2023-12-18|2024-03-21_2024-03-25|2024-05-02_2024-05-06|2024-06-13_2024-06-17|2024-09-19_2024-09-23|2024-12-19_2024-12-23|2025-03-20_2025-03-24|2025-05-08_2025-05-12|2025-06-19_2025-06-23|2025-12-11_2025-12-15|2026-03-19_2026-03-23
0.2,1,FOMC,Neutral,27,18,9,66.7,33.3,2.0,2018-02-01_2018-02-05|2018-09-27_2018-10-01|2018-11-09_2018-11-13|2019-03-21_2019-03-25|2019-09-19_2019-09-23|2020-01-30_2020-02-03|2020-04-30_2020-05-04|2020-09-17_2020-09-21|2021-03-18_2021-03-22|2021-09-23_2021-09-27|2021-11-04_2021-11-08|2022-01-27_2022-01-31|2022-03-17_2022-03-21|2023-03-23_2023-03-27|2023-05-04_2023-05-08|2023-11-02_2023-11-06|2023-12-14_2023-12-18|2024-03-21_2024-03-25|2024-05-02_2024-05-06|2024-06-13_2024-06-17|2024-09-19_2024-09-23|2024-12-19_2024-12-23|2025-03-20_2025-03-24|2025-05-08_2025-05-12|2025-06-19_2025-06-23|2025-12-11_2025-12-15|2026-03-19_2026-03-23
0.3,1,FOMC,Neutral,27,18,9,66.7,33.3,2.0,2018-02-01_2018-02-05|2018-09-27_2018-10-01|2018-11-09_2018-11-13|2019-03-21_2019-03-25|2019-09-19_2019-09-23|2020-01-30_2020-02-03|2020-04-30_2020-05-04|2020-09-17_2020-09-21|2021-03-18_2021-03-22|2021-09-23_2021-09-27|2021-11-04_2021-11-08|2022-01-27_2022-01-31|2022-03-17_2022-03-21|2023-03-23_2023-03-27|2023-05-04_2023-05-08|2023-11-02_2023-11-06|2023-12-14_2023-12-18|2024-03-21_2024-03-25|2024-05-02_2024-05-06|2024-06-13_2024-06-17|2024-09-19_2024-09-23|2024-12-19_2024-12-23|2025-03-20_2025-03-24|2025-05-08_2025-05-12|2025-06-19_2025-06-23|2025-12-11_2025-12-15|2026-03-19_2026-03-23
