آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,دوره‌ها
0.0,1,FOMC,Neutral,16,8,8,50.0,50.0,1.0,2022-03-17_2022-03-21|2022-09-22_2022-09-26|2023-02-02_2023-02-06|2023-07-27_2023-07-31|2024-02-01_2024-02-05|2024-05-02_2024-05-06|2024-08-01_2024-08-05|2024-09-19_2024-09-23|2024-12-19_2024-12-23|2025-01-30_2025-02-03|2025-05-08_2025-05-12|2025-06-19_2025-06-23|2025-07-31_2025-08-04|2025-09-18_2025-09-22|2025-12-11_2025-12-15|2026-01-29_2026-02-02
0.1,1,FOMC,Neutral,16,8,8,50.0,50.0,1.0,2022-03-17_2022-03-21|2022-09-22_2022-09-26|2023-02-02_2023-02-06|2023-07-27_2023-07-31|2024-02-01_2024-02-05|2024-05-02_2024-05-06|2024-08-01_2024-08-05|2024-09-19_2024-09-23|2024-12-19_2024-12-23|2025-01-30_2025-02-03|2025-05-08_2025-05-12|2025-06-19_2025-06-23|2025-07-31_2025-08-04|2025-09-18_2025-09-22|2025-12-11_2025-12-15|2026-01-29_2026-02-02
0.2,1,FOMC,Neutral,16,8,8,50.0,50.0,1.0,2022-03-17_2022-03-21|2022-09-22_2022-09-26|2023-02-02_2023-02-06|2023-07-27_2023-07-31|2024-02-01_2024-02-05|2024-05-02_2024-05-06|2024-08-01_2024-08-05|2024-09-19_2024-09-23|2024-12-19_2024-12-23|2025-01-30_2025-02-03|2025-05-08_2025-05-12|2025-06-19_2025-06-23|2025-07-31_2025-08-04|2025-09-18_2025-09-22|2025-12-11_2025-12-15|2026-01-29_2026-02-02
0.3,1,FOMC,Neutral,16,8,8,50.0,50.0,1.0,2022-03-17_2022-03-21|2022-09-22_2022-09-26|2023-02-02_2023-02-06|2023-07-27_2023-07-31|2024-02-01_2024-02-05|2024-05-02_2024-05-06|2024-08-01_2024-08-05|2024-09-19_2024-09-23|2024-12-19_2024-12-23|2025-01-30_2025-02-03|2025-05-08_2025-05-12|2025-06-19_2025-06-23|2025-07-31_2025-08-04|2025-09-18_2025-09-22|2025-12-11_2025-12-15|2026-01-29_2026-02-02
