آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,دوره‌ها
0.0,1,FOMC,Neutral,17,12,5,70.6,29.4,2.4,2021-12-16_2021-12-25|2022-07-28_2022-08-06|2023-06-15_2023-06-24|2023-07-27_2023-08-05|2024-02-01_2024-02-10|2024-05-02_2024-05-11|2024-09-19_2024-09-28|2024-11-08_2024-11-17|2024-12-19_2024-12-28|2025-05-08_2025-05-17|2025-07-31_2025-08-09|2025-09-18_2025-09-27|2025-10-30_2025-11-08|2025-12-11_2025-12-20|2026-01-29_2026-02-07|2026-03-19_2026-03-28|2026-04-30_2026-05-09
0.1,1,FOMC,Neutral,17,12,5,70.6,29.4,2.4,2021-12-16_2021-12-25|2022-07-28_2022-08-06|2023-06-15_2023-06-24|2023-07-27_2023-08-05|2024-02-01_2024-02-10|2024-05-02_2024-05-11|2024-09-19_2024-09-28|2024-11-08_2024-11-17|2024-12-19_2024-12-28|2025-05-08_2025-05-17|2025-07-31_2025-08-09|2025-09-18_2025-09-27|2025-10-30_2025-11-08|2025-12-11_2025-12-20|2026-01-29_2026-02-07|2026-03-19_2026-03-28|2026-04-30_2026-05-09
0.2,1,FOMC,Neutral,17,12,5,70.6,29.4,2.4,2021-12-16_2021-12-25|2022-07-28_2022-08-06|2023-06-15_2023-06-24|2023-07-27_2023-08-05|2024-02-01_2024-02-10|2024-05-02_2024-05-11|2024-09-19_2024-09-28|2024-11-08_2024-11-17|2024-12-19_2024-12-28|2025-05-08_2025-05-17|2025-07-31_2025-08-09|2025-09-18_2025-09-27|2025-10-30_2025-11-08|2025-12-11_2025-12-20|2026-01-29_2026-02-07|2026-03-19_2026-03-28|2026-04-30_2026-05-09
0.3,1,FOMC,Neutral,17,12,5,70.6,29.4,2.4,2021-12-16_2021-12-25|2022-07-28_2022-08-06|2023-06-15_2023-06-24|2023-07-27_2023-08-05|2024-02-01_2024-02-10|2024-05-02_2024-05-11|2024-09-19_2024-09-28|2024-11-08_2024-11-17|2024-12-19_2024-12-28|2025-05-08_2025-05-17|2025-07-31_2025-08-09|2025-09-18_2025-09-27|2025-10-30_2025-11-08|2025-12-11_2025-12-20|2026-01-29_2026-02-07|2026-03-19_2026-03-28|2026-04-30_2026-05-09
