آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,دوره‌ها
0.0,1,FOMC,Neutral,21,13,8,61.9,38.1,1.62,2018-02-01_2018-03-02|2018-12-20_2019-01-18|2019-05-02_2019-05-31|2019-06-20_2019-07-19|2020-01-30_2020-02-28|2020-04-30_2020-05-29|2020-06-11_2020-07-10|2020-07-30_2020-08-28|2020-11-06_2020-12-05|2021-01-28_2021-02-26|2021-09-23_2021-10-22|2022-05-05_2022-06-03|2022-12-15_2023-01-13|2023-02-02_2023-03-03|2023-06-15_2023-07-14|2023-07-27_2023-08-25|2024-03-21_2024-04-19|2024-09-19_2024-10-18|2024-12-19_2025-01-17|2025-12-11_2026-01-09|2026-03-19_2026-04-17
0.1,1,FOMC,Neutral,21,13,8,61.9,38.1,1.62,2018-02-01_2018-03-02|2018-12-20_2019-01-18|2019-05-02_2019-05-31|2019-06-20_2019-07-19|2020-01-30_2020-02-28|2020-04-30_2020-05-29|2020-06-11_2020-07-10|2020-07-30_2020-08-28|2020-11-06_2020-12-05|2021-01-28_2021-02-26|2021-09-23_2021-10-22|2022-05-05_2022-06-03|2022-12-15_2023-01-13|2023-02-02_2023-03-03|2023-06-15_2023-07-14|2023-07-27_2023-08-25|2024-03-21_2024-04-19|2024-09-19_2024-10-18|2024-12-19_2025-01-17|2025-12-11_2026-01-09|2026-03-19_2026-04-17
0.2,1,FOMC,Neutral,21,13,8,61.9,38.1,1.62,2018-02-01_2018-03-02|2018-12-20_2019-01-18|2019-05-02_2019-05-31|2019-06-20_2019-07-19|2020-01-30_2020-02-28|2020-04-30_2020-05-29|2020-06-11_2020-07-10|2020-07-30_2020-08-28|2020-11-06_2020-12-05|2021-01-28_2021-02-26|2021-09-23_2021-10-22|2022-05-05_2022-06-03|2022-12-15_2023-01-13|2023-02-02_2023-03-03|2023-06-15_2023-07-14|2023-07-27_2023-08-25|2024-03-21_2024-04-19|2024-09-19_2024-10-18|2024-12-19_2025-01-17|2025-12-11_2026-01-09|2026-03-19_2026-04-17
0.3,1,FOMC,Neutral,21,13,8,61.9,38.1,1.62,2018-02-01_2018-03-02|2018-12-20_2019-01-18|2019-05-02_2019-05-31|2019-06-20_2019-07-19|2020-01-30_2020-02-28|2020-04-30_2020-05-29|2020-06-11_2020-07-10|2020-07-30_2020-08-28|2020-11-06_2020-12-05|2021-01-28_2021-02-26|2021-09-23_2021-10-22|2022-05-05_2022-06-03|2022-12-15_2023-01-13|2023-02-02_2023-03-03|2023-06-15_2023-07-14|2023-07-27_2023-08-25|2024-03-21_2024-04-19|2024-09-19_2024-10-18|2024-12-19_2025-01-17|2025-12-11_2026-01-09|2026-03-19_2026-04-17
