آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,دوره‌ها
0.0,1,FOMC,Neutral,21,13,8,61.9,38.1,1.62,2018-02-01_2018-02-15|2018-12-20_2019-01-03|2019-05-02_2019-05-16|2019-06-20_2019-07-04|2020-01-30_2020-02-13|2020-04-30_2020-05-14|2020-06-11_2020-06-25|2020-07-30_2020-08-13|2020-11-06_2020-11-20|2021-01-28_2021-02-11|2021-09-23_2021-10-07|2022-05-05_2022-05-19|2022-12-15_2022-12-29|2023-02-02_2023-02-16|2023-06-15_2023-06-29|2023-07-27_2023-08-10|2024-03-21_2024-04-04|2024-09-19_2024-10-03|2024-12-19_2025-01-02|2025-12-11_2025-12-25|2026-03-19_2026-04-02
0.1,1,FOMC,Neutral,21,13,8,61.9,38.1,1.62,2018-02-01_2018-02-15|2018-12-20_2019-01-03|2019-05-02_2019-05-16|2019-06-20_2019-07-04|2020-01-30_2020-02-13|2020-04-30_2020-05-14|2020-06-11_2020-06-25|2020-07-30_2020-08-13|2020-11-06_2020-11-20|2021-01-28_2021-02-11|2021-09-23_2021-10-07|2022-05-05_2022-05-19|2022-12-15_2022-12-29|2023-02-02_2023-02-16|2023-06-15_2023-06-29|2023-07-27_2023-08-10|2024-03-21_2024-04-04|2024-09-19_2024-10-03|2024-12-19_2025-01-02|2025-12-11_2025-12-25|2026-03-19_2026-04-02
0.2,1,FOMC,Neutral,21,13,8,61.9,38.1,1.62,2018-02-01_2018-02-15|2018-12-20_2019-01-03|2019-05-02_2019-05-16|2019-06-20_2019-07-04|2020-01-30_2020-02-13|2020-04-30_2020-05-14|2020-06-11_2020-06-25|2020-07-30_2020-08-13|2020-11-06_2020-11-20|2021-01-28_2021-02-11|2021-09-23_2021-10-07|2022-05-05_2022-05-19|2022-12-15_2022-12-29|2023-02-02_2023-02-16|2023-06-15_2023-06-29|2023-07-27_2023-08-10|2024-03-21_2024-04-04|2024-09-19_2024-10-03|2024-12-19_2025-01-02|2025-12-11_2025-12-25|2026-03-19_2026-04-02
0.3,1,FOMC,Neutral,21,13,8,61.9,38.1,1.62,2018-02-01_2018-02-15|2018-12-20_2019-01-03|2019-05-02_2019-05-16|2019-06-20_2019-07-04|2020-01-30_2020-02-13|2020-04-30_2020-05-14|2020-06-11_2020-06-25|2020-07-30_2020-08-13|2020-11-06_2020-11-20|2021-01-28_2021-02-11|2021-09-23_2021-10-07|2022-05-05_2022-05-19|2022-12-15_2022-12-29|2023-02-02_2023-02-16|2023-06-15_2023-06-29|2023-07-27_2023-08-10|2024-03-21_2024-04-04|2024-09-19_2024-10-03|2024-12-19_2025-01-02|2025-12-11_2025-12-25|2026-03-19_2026-04-02
