آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,دوره‌ها
0.0,1,FOMC,Neutral,21,13,8,61.9,38.1,1.62,2018-02-01_2018-02-05|2018-12-20_2018-12-24|2019-05-02_2019-05-06|2019-06-20_2019-06-24|2020-01-30_2020-02-03|2020-04-30_2020-05-04|2020-06-11_2020-06-15|2020-07-30_2020-08-03|2020-11-06_2020-11-10|2021-01-28_2021-02-01|2021-09-23_2021-09-27|2022-05-05_2022-05-09|2022-12-15_2022-12-19|2023-02-02_2023-02-06|2023-06-15_2023-06-19|2023-07-27_2023-07-31|2024-03-21_2024-03-25|2024-09-19_2024-09-23|2024-12-19_2024-12-23|2025-12-11_2025-12-15|2026-03-19_2026-03-23
0.1,1,FOMC,Neutral,21,13,8,61.9,38.1,1.62,2018-02-01_2018-02-05|2018-12-20_2018-12-24|2019-05-02_2019-05-06|2019-06-20_2019-06-24|2020-01-30_2020-02-03|2020-04-30_2020-05-04|2020-06-11_2020-06-15|2020-07-30_2020-08-03|2020-11-06_2020-11-10|2021-01-28_2021-02-01|2021-09-23_2021-09-27|2022-05-05_2022-05-09|2022-12-15_2022-12-19|2023-02-02_2023-02-06|2023-06-15_2023-06-19|2023-07-27_2023-07-31|2024-03-21_2024-03-25|2024-09-19_2024-09-23|2024-12-19_2024-12-23|2025-12-11_2025-12-15|2026-03-19_2026-03-23
0.2,1,FOMC,Neutral,21,13,8,61.9,38.1,1.62,2018-02-01_2018-02-05|2018-12-20_2018-12-24|2019-05-02_2019-05-06|2019-06-20_2019-06-24|2020-01-30_2020-02-03|2020-04-30_2020-05-04|2020-06-11_2020-06-15|2020-07-30_2020-08-03|2020-11-06_2020-11-10|2021-01-28_2021-02-01|2021-09-23_2021-09-27|2022-05-05_2022-05-09|2022-12-15_2022-12-19|2023-02-02_2023-02-06|2023-06-15_2023-06-19|2023-07-27_2023-07-31|2024-03-21_2024-03-25|2024-09-19_2024-09-23|2024-12-19_2024-12-23|2025-12-11_2025-12-15|2026-03-19_2026-03-23
0.3,1,FOMC,Neutral,21,13,8,61.9,38.1,1.62,2018-02-01_2018-02-05|2018-12-20_2018-12-24|2019-05-02_2019-05-06|2019-06-20_2019-06-24|2020-01-30_2020-02-03|2020-04-30_2020-05-04|2020-06-11_2020-06-15|2020-07-30_2020-08-03|2020-11-06_2020-11-10|2021-01-28_2021-02-01|2021-09-23_2021-09-27|2022-05-05_2022-05-09|2022-12-15_2022-12-19|2023-02-02_2023-02-06|2023-06-15_2023-06-19|2023-07-27_2023-07-31|2024-03-21_2024-03-25|2024-09-19_2024-09-23|2024-12-19_2024-12-23|2025-12-11_2025-12-15|2026-03-19_2026-03-23
