گروه,رتبه,نام_استراتژی,تعداد_تکرار,تعداد_سود,تعداد_ضرر,وین‌ریت_(%),میانگین_بازده_(%),بازه_زمانی_شروع,بازه_زمانی_پایان,تعداد_روز_فعال,تعداد_روز_کل_بازه
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_unknown_FOMC,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+ETHUSDT+XRPUSDT),4,2,2,50.0,0.0002608455662967,2018-01-31,2018-07-31,182,182
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_unknown_PPI,1,B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),8,2,6,25.0,-0.0051886390473792,2017-12-12,2018-08-08,240,240
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_unknown_PPI,2,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+XRPUSDT),7,4,3,57.14285714285714,0.0149353125060764,2018-01-11,2018-08-08,210,210
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_unknown_PPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),7,3,4,42.857142857142854,7.598677549571041e-06,2018-01-11,2018-08-08,210,210
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_unknown_PPI,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+ETHUSDT+XRPUSDT),7,3,4,42.857142857142854,7.598677549571041e-06,2018-01-11,2018-08-08,210,210
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_CPI,1,B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),90,38,52,42.22222222222222,-0.00044533193542559997,2018-07-12,2026-05-31,2881,2881
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_CPI,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),89,33,56,37.07865168539326,0.0010428205496692,2018-08-10,2026-05-25,2846,2846
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_CPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+ETHUSDT+XRPUSDT),89,33,56,37.07865168539326,0.0010428205496692,2018-08-10,2026-05-25,2846,2846
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_CPI,4,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+XRPUSDT),88,43,45,48.86363636363637,0.0013260461451976,2018-07-12,2026-05-31,2823,2881
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_CPI_y_y,1,B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),91,38,53,41.75824175824176,-0.0004811063781151,2018-07-12,2026-05-31,2881,2881
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_CPI_y_y,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),90,33,57,36.666666666666664,0.0009451829784451,2018-08-10,2026-05-25,2846,2846
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_CPI_y_y,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+ETHUSDT+XRPUSDT),90,33,57,36.666666666666664,0.0009451829784451,2018-08-10,2026-05-25,2846,2846
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_CPI_y_y,4,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+XRPUSDT),89,43,46,48.31460674157304,0.0012501572640643,2018-07-12,2026-05-31,2823,2881
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_CoreCPI,1,B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),90,38,52,42.22222222222222,-0.00044533193542559997,2018-07-12,2026-05-31,2881,2881
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_CoreCPI,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),89,33,56,37.07865168539326,0.0010428205496692,2018-08-10,2026-05-25,2846,2846
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_CoreCPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+ETHUSDT+XRPUSDT),89,33,56,37.07865168539326,0.0010428205496692,2018-08-10,2026-05-25,2846,2846
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_CoreCPI,4,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+XRPUSDT),88,43,45,48.86363636363637,0.0013260461451976,2018-07-12,2026-05-31,2823,2881
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_CorePPI,1,B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),91,36,55,39.56043956043956,-0.0003781896102604,2018-07-11,2026-05-31,2882,2882
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_CorePPI,2,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+XRPUSDT),90,44,46,48.888888888888886,0.0016493921628582,2018-07-11,2026-05-31,2849,2882
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_CorePPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),90,32,58,35.55555555555556,0.0007825310699917,2018-08-09,2026-05-25,2847,2847
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_CorePPI,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+ETHUSDT+XRPUSDT),90,32,58,35.55555555555556,0.0007825310699917,2018-08-09,2026-05-25,2847,2847
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_FOMC,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+XRPUSDT),65,31,34,47.69230769230769,0.0014518610470963,2018-06-13,2026-06-16,2926,2926
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_FOMC,2,B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),65,26,39,40.0,1.1685715143371264e-06,2018-06-13,2026-06-16,2926,2926
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_FOMC,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),63,27,36,42.857142857142854,0.0008060526343304,2018-08-01,2026-06-16,2865,2877
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_FOMC,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+ETHUSDT+XRPUSDT),63,27,36,42.857142857142854,0.0008060526343304,2018-08-01,2026-06-16,2865,2877
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_PPI,1,B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),91,36,55,39.56043956043956,-0.0003781896102604,2018-07-11,2026-05-31,2882,2882
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_PPI,2,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+XRPUSDT),90,44,46,48.888888888888886,0.0016493921628582,2018-07-11,2026-05-31,2849,2882
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_PPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),90,32,58,35.55555555555556,0.0007825310699917,2018-08-09,2026-05-25,2847,2847
BTCUSDT+ETHUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_PPI,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+ETHUSDT+XRPUSDT),90,32,58,35.55555555555556,0.0007825310699917,2018-08-09,2026-05-25,2847,2847
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_down_CPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+XRPUSDT),3,2,1,66.66666666666666,0.0136389452332653,2018-10-11,2023-01-11,93,1554
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_down_CPI,2,B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),3,2,1,66.66666666666666,0.0059283675155886,2018-10-11,2023-01-11,93,1554
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_down_CPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),2,0,2,0.0,-0.0091176470588235,2018-10-11,2023-01-11,64,1554
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_down_CPI,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+ETHUSDT+XRPUSDT),2,0,2,0.0,-0.0091176470588235,2018-10-11,2023-01-11,64,1554
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_down_CPI_y_y,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+XRPUSDT),3,2,1,66.66666666666666,0.0136389452332653,2018-10-11,2023-01-11,93,1554
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_down_CPI_y_y,2,B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),3,2,1,66.66666666666666,0.0059283675155886,2018-10-11,2023-01-11,93,1554
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_down_CPI_y_y,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),2,0,2,0.0,-0.0091176470588235,2018-10-11,2023-01-11,64,1554
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_down_CPI_y_y,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+ETHUSDT+XRPUSDT),2,0,2,0.0,-0.0091176470588235,2018-10-11,2023-01-11,64,1554
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_down_CoreCPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+XRPUSDT),3,2,1,66.66666666666666,0.0136389452332653,2018-10-11,2023-01-11,93,1554
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_down_CoreCPI,2,B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),3,2,1,66.66666666666666,0.0059283675155886,2018-10-11,2023-01-11,93,1554
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_down_CoreCPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),2,0,2,0.0,-0.0091176470588235,2018-10-11,2023-01-11,64,1554
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_down_CoreCPI,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+ETHUSDT+XRPUSDT),2,0,2,0.0,-0.0091176470588235,2018-10-11,2023-01-11,64,1554
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_down_CorePPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+XRPUSDT),4,3,1,75.0,0.0134333365987457,2018-10-10,2023-01-17,131,1561
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_down_CorePPI,2,B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),4,3,1,75.0,0.0049109685214207,2018-10-10,2023-01-17,131,1561
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_down_CorePPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),3,0,3,0.0,-0.010937499999999998,2018-10-10,2023-01-17,102,1561
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_down_CorePPI,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+ETHUSDT+XRPUSDT),3,0,3,0.0,-0.010937499999999998,2018-10-10,2023-01-17,102,1561
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_down_FOMC,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+XRPUSDT),4,3,1,75.0,0.0094746210761925,2018-09-26,2023-01-31,175,1589
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_down_FOMC,2,B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),4,3,1,75.0,0.0033507972492352,2018-09-26,2023-01-31,175,1589
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_down_FOMC,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),3,0,3,0.0,-0.0081673168416536,2018-09-26,2023-01-31,133,1589
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_down_FOMC,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+ETHUSDT+XRPUSDT),3,0,3,0.0,-0.0081673168416536,2018-09-26,2023-01-31,133,1589
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_down_PPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+XRPUSDT),4,3,1,75.0,0.0134333365987457,2018-10-10,2023-01-17,131,1561
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_down_PPI,2,B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),4,3,1,75.0,0.0049109685214207,2018-10-10,2023-01-17,131,1561
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_down_PPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),3,0,3,0.0,-0.010937499999999998,2018-10-10,2023-01-17,102,1561
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_down_PPI,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+ETHUSDT+XRPUSDT),3,0,3,0.0,-0.010937499999999998,2018-10-10,2023-01-17,102,1561
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_up_CPI,1,B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),5,1,4,20.0,0.0005956555303223,2020-07-14,2025-10-23,169,1928
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_up_CPI,2,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+XRPUSDT),5,2,3,40.0,-0.0027944321273014,2020-07-14,2025-10-23,169,1928
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_up_CPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),3,0,3,0.0,-0.0060602963452146,2023-07-12,2025-10-23,106,835
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_up_CPI,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+ETHUSDT+XRPUSDT),3,0,3,0.0,-0.0060602963452146,2023-07-12,2025-10-23,106,835
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_up_CPI_y_y,1,B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),5,1,4,20.0,0.0005956555303223,2020-07-14,2025-10-23,169,1928
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_up_CPI_y_y,2,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+XRPUSDT),5,2,3,40.0,-0.0027944321273014,2020-07-14,2025-10-23,169,1928
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_up_CPI_y_y,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),3,0,3,0.0,-0.0060602963452146,2023-07-12,2025-10-23,106,835
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_up_CPI_y_y,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+ETHUSDT+XRPUSDT),3,0,3,0.0,-0.0060602963452146,2023-07-12,2025-10-23,106,835
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_up_CoreCPI,1,B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),5,1,4,20.0,0.0005956555303223,2020-07-14,2025-10-23,169,1928
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_up_CoreCPI,2,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+XRPUSDT),5,2,3,40.0,-0.0027944321273014,2020-07-14,2025-10-23,169,1928
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_up_CoreCPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),3,0,3,0.0,-0.0060602963452146,2023-07-12,2025-10-23,106,835
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_up_CoreCPI,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+ETHUSDT+XRPUSDT),3,0,3,0.0,-0.0060602963452146,2023-07-12,2025-10-23,106,835
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_up_CorePPI,1,B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),5,1,4,20.0,0.000521911502048,2020-07-10,2025-11-24,205,1964
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_up_CorePPI,2,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+XRPUSDT),5,2,3,40.0,-0.0022922004554998,2020-07-10,2025-11-24,205,1964
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_up_CorePPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),3,0,3,0.0,-0.005723699037993299,2023-07-13,2025-11-24,139,866
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_up_CorePPI,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+ETHUSDT+XRPUSDT),3,0,3,0.0,-0.005723699037993299,2023-07-13,2025-11-24,139,866
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_up_FOMC,1,B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),5,1,4,20.0,-0.0006089650145771,2020-06-10,2025-10-28,238,1967
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_up_FOMC,2,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+XRPUSDT),5,1,4,20.0,-0.0032407077049931995,2020-06-10,2025-10-28,238,1967
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_up_FOMC,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),2,0,2,0.0,-0.005034722222222,2023-07-26,2025-07-29,98,735
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_up_FOMC,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+ETHUSDT+XRPUSDT),2,0,2,0.0,-0.005034722222222,2023-07-26,2025-07-29,98,735
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_up_PPI,1,B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),5,1,4,20.0,0.000521911502048,2020-07-10,2025-11-24,205,1964
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_up_PPI,2,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+XRPUSDT),5,2,3,40.0,-0.0022922004554998,2020-07-10,2025-11-24,205,1964
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_up_PPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),3,0,3,0.0,-0.005723699037993299,2023-07-13,2025-11-24,139,866
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_up_PPI,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+ETHUSDT+XRPUSDT),3,0,3,0.0,-0.005723699037993299,2023-07-13,2025-11-24,139,866
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_unknown_CPI,1,B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),8,2,6,25.0,-0.0050408018380142,2017-12-13,2018-08-09,240,240
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_unknown_CPI,2,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+XRPUSDT),7,4,3,57.14285714285714,0.014578047790965,2018-01-12,2018-08-09,210,210
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_unknown_CPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),7,3,4,42.857142857142854,-0.0008634863585601,2018-01-12,2018-08-09,210,210
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_unknown_CPI,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+ETHUSDT+XRPUSDT),7,3,4,42.857142857142854,-0.0008634863585601,2018-01-12,2018-08-09,210,210
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_unknown_CPI_y_y,1,B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),8,2,6,25.0,-0.0050408018380142,2017-12-13,2018-08-09,240,240
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_unknown_CPI_y_y,2,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+XRPUSDT),7,4,3,57.14285714285714,0.014578047790965,2018-01-12,2018-08-09,210,210
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_unknown_CPI_y_y,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),7,3,4,42.857142857142854,-0.0008634863585601,2018-01-12,2018-08-09,210,210
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_unknown_CPI_y_y,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+ETHUSDT+XRPUSDT),7,3,4,42.857142857142854,-0.0008634863585601,2018-01-12,2018-08-09,210,210
BTCUSDT+ETHUSDT+XRPUSDT__post_15.0_simple_hybrid_none_unknown_CoreCPI,1,B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOn_1h (BTCUSDT+ETHUSDT+XRPUSDT),8,2,6,25.0,-0.0050408018380142,2017-12-13,2018-08-09,240,240
