گروه,رتبه,نام_استراتژی,تعداد_تکرار,تعداد_سود,تعداد_ضرر,وین‌ریت_(%),میانگین_بازده_(%),بازه_زمانی_شروع,بازه_زمانی_پایان,تعداد_روز_فعال,تعداد_روز_کل_بازه
BTCUSDT+XRPUSDT__30_0_simple_hybrid_none_unknown_fixed,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),5,1,4,20.0,-0.0056666666666666,2017-12-27,2018-07-24,150,210
BTCUSDT+XRPUSDT__30_0_simple_hybrid_none_unknown_fixed,3,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),4,2,2,50.0,0.0086041666666662,2018-02-25,2018-07-24,120,150
BTCUSDT+XRPUSDT__30_0_simple_hybrid_none_volatile_fixed,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),94,40,54,42.5531914893617,0.0009907654987277,2018-07-25,2026-06-12,2820,2880
BTCUSDT+XRPUSDT__30_0_simple_hybrid_none_volatile_fixed,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),91,35,56,38.46153846153847,0.0003306299418936,2018-07-25,2026-06-12,2730,2880
BTCUSDT+XRPUSDT__30_0_simple_hybrid_none_volatile_fixed,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),68,23,45,33.82352941176471,-7.236227824463233e-05,2018-07-25,2026-04-13,2040,2820
BTCUSDT+XRPUSDT__5_0_simple_hybrid_none_trending_down_fixed,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),3,3,0,100.0,0.04777777777777761,2018-11-02,2023-01-09,15,1530
BTCUSDT+XRPUSDT__5_0_simple_hybrid_none_trending_down_fixed,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),2,0,2,0.0,-0.0666666666666665,2022-12-31,2023-01-09,10,10
BTCUSDT+XRPUSDT__5_0_simple_hybrid_none_trending_down_fixed,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),1,0,1,0.0,-0.02,2022-12-31,2023-01-04,5,5
BTCUSDT+XRPUSDT__5_0_simple_hybrid_none_trending_up_fixed,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),7,2,5,28.57142857142857,-0.0483333333333334,2023-07-29,2025-09-30,35,795
BTCUSDT+XRPUSDT__5_0_simple_hybrid_none_trending_up_fixed,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),1,0,1,0.0,-0.02,2023-08-08,2023-08-12,5,5
BTCUSDT+XRPUSDT__5_0_simple_hybrid_none_trending_up_fixed,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),1,0,1,0.0,-0.043333333333333,2025-07-08,2025-07-12,5,5
BTCUSDT+XRPUSDT__5_0_simple_hybrid_none_unknown_fixed,1,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),10,3,7,30.0,-0.0068000000000001,2018-02-15,2018-07-19,50,155
BTCUSDT+XRPUSDT__5_0_simple_hybrid_none_unknown_fixed,2,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),5,3,2,60.0,0.194,2018-04-26,2018-07-19,25,85
BTCUSDT+XRPUSDT__5_0_simple_hybrid_none_unknown_fixed,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),2,0,2,0.0,-0.0666666666666665,2018-01-21,2018-04-30,10,100
BTCUSDT+XRPUSDT__5_0_simple_hybrid_none_volatile_fixed,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),244,78,166,31.967213114754102,0.0051828649492583,2018-07-25,2026-06-02,1220,2870
BTCUSDT+XRPUSDT__5_0_simple_hybrid_none_volatile_fixed,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),177,51,126,28.8135593220339,0.0007179176755447,2018-08-09,2026-05-28,885,2850
BTCUSDT+XRPUSDT__5_0_simple_hybrid_none_volatile_fixed,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),34,12,22,35.294117647058826,0.0069607843137254,2018-08-04,2025-12-24,170,2700
BTCUSDT+XRPUSDT__none_0_simple_hybrid_none_trending_down_none,1,B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOn_1h (BTCUSDT+XRPUSDT),2,0,2,0.0,-0.009112903225806,2018-11-01,2023-01-31,61,1553
BTCUSDT+XRPUSDT__none_0_simple_hybrid_none_trending_down_none,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),2,0,2,0.0,-0.0109946236559135,2018-11-01,2023-01-31,61,1553
BTCUSDT+XRPUSDT__none_0_simple_hybrid_none_trending_up_none,1,B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOn_1h (BTCUSDT+XRPUSDT),2,0,2,0.0,-0.0051075268817195,2023-08-01,2025-07-31,62,731
BTCUSDT+XRPUSDT__none_0_simple_hybrid_none_trending_up_none,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),2,0,2,0.0,-0.0051075268817195,2023-08-01,2025-07-31,62,731
BTCUSDT+XRPUSDT__none_0_simple_hybrid_none_unknown_none,1,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),6,3,3,50.0,0.0034834853020335997,2018-02-01,2018-07-31,181,181
BTCUSDT+XRPUSDT__none_0_simple_hybrid_none_unknown_none,2,B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOn_1h (BTCUSDT+XRPUSDT),5,2,3,40.0,0.0028596176821986,2018-03-01,2018-07-31,153,153
BTCUSDT+XRPUSDT__none_0_simple_hybrid_none_volatile_none,1,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),90,38,52,42.22222222222222,0.0009221691605525,2018-08-01,2026-05-31,2742,2861
BTCUSDT+XRPUSDT__none_0_simple_hybrid_none_volatile_none,2,B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOn_1h (BTCUSDT+XRPUSDT),79,28,51,35.44303797468354,0.001702164606802,2018-08-01,2026-04-30,2405,2830
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_down_CPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),2,2,0,100.0,0.0061601307189535,2018-10-11,2023-01-11,64,1554
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_down_CPI,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),2,0,2,0.0,-0.0102287581699345,2018-10-11,2023-01-11,64,1554
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_down_CPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),1,0,1,0.0,-0.007222222222222,2022-12-13,2023-01-11,30,30
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_down_CPI_y_y,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),2,2,0,100.0,0.0061601307189535,2018-10-11,2023-01-11,64,1554
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_down_CPI_y_y,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),2,0,2,0.0,-0.0102287581699345,2018-10-11,2023-01-11,64,1554
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_down_CPI_y_y,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),1,0,1,0.0,-0.007222222222222,2022-12-13,2023-01-11,30,30
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_down_CoreCPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),2,2,0,100.0,0.0061601307189535,2018-10-11,2023-01-11,64,1554
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_down_CoreCPI,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),2,0,2,0.0,-0.0102287581699345,2018-10-11,2023-01-11,64,1554
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_down_CoreCPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),1,0,1,0.0,-0.007222222222222,2022-12-13,2023-01-11,30,30
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_down_CorePPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),2,2,0,100.0,0.008124999999999,2018-10-10,2023-01-17,70,1561
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_down_CorePPI,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),2,0,2,0.0,-0.010208333333333,2018-10-10,2023-01-17,70,1561
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_down_CorePPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),1,0,1,0.0,-0.005416666666666,2022-12-09,2023-01-17,40,40
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_down_FOMC,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),2,2,0,100.0,0.005742762221167,2018-09-26,2023-01-31,92,1589
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_down_FOMC,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),2,0,2,0.0,-0.0074434424932755,2018-09-26,2023-01-31,92,1589
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_down_FOMC,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),1,0,1,0.0,-0.004421768707482,2022-12-14,2023-01-31,49,49
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_down_PPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),2,2,0,100.0,0.008124999999999,2018-10-10,2023-01-17,70,1561
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_down_PPI,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),2,0,2,0.0,-0.010208333333333,2018-10-10,2023-01-17,70,1561
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_down_PPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),1,0,1,0.0,-0.005416666666666,2022-12-09,2023-01-17,40,40
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_up_CPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),5,1,4,20.0,-0.004109063177651,2020-07-14,2025-10-23,169,1928
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_up_CPI,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),2,0,2,0.0,-0.0049104124408375,2023-07-12,2025-07-14,63,734
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_up_CPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),1,0,1,0.0,-0.005038759689922,2025-09-11,2025-10-23,43,43
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_up_CPI_y_y,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),5,1,4,20.0,-0.004109063177651,2020-07-14,2025-10-23,169,1928
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_up_CPI_y_y,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),2,0,2,0.0,-0.0049104124408375,2023-07-12,2025-07-14,63,734
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_up_CPI_y_y,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),1,0,1,0.0,-0.005038759689922,2025-09-11,2025-10-23,43,43
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_up_CoreCPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),5,1,4,20.0,-0.004109063177651,2020-07-14,2025-10-23,169,1928
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_up_CoreCPI,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),2,0,2,0.0,-0.0049104124408375,2023-07-12,2025-07-14,63,734
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_up_CoreCPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),1,0,1,0.0,-0.005038759689922,2025-09-11,2025-10-23,43,43
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_up_CorePPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),5,1,4,20.0,-0.0035211521912838,2020-07-10,2025-11-24,205,1964
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_up_CorePPI,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),2,0,2,0.0,-0.0049104124408375,2023-07-13,2025-07-15,63,734
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_up_CorePPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),1,0,1,0.0,-0.002850877192982,2025-09-10,2025-11-24,76,76
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_up_FOMC,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),5,1,4,20.0,-0.0036536281179133994,2020-06-10,2025-10-28,238,1967
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_up_FOMC,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),2,0,2,0.0,-0.003472222222222,2023-07-26,2025-10-28,98,826
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_up_FOMC,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),2,0,2,0.0,-0.003472222222222,2023-07-26,2025-07-29,98,735
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_up_PPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),5,1,4,20.0,-0.0035211521912838,2020-07-10,2025-11-24,205,1964
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_up_PPI,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),2,0,2,0.0,-0.0049104124408375,2023-07-13,2025-07-15,63,734
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_trending_up_PPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),1,0,1,0.0,-0.002850877192982,2025-09-10,2025-11-24,76,76
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_unknown_CPI,1,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),6,3,3,50.0,0.0015682688958551002,2018-02-14,2018-08-09,177,177
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_unknown_CPI,2,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),5,3,2,60.0,0.0121444991789818,2018-02-14,2018-08-09,148,177
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_unknown_CPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),5,1,4,20.0,-0.0049599442702886,2018-01-12,2018-08-09,154,210
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_unknown_CPI_y_y,1,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),6,3,3,50.0,0.0015682688958551002,2018-02-14,2018-08-09,177,177
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_unknown_CPI_y_y,2,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),5,3,2,60.0,0.0121444991789818,2018-02-14,2018-08-09,148,177
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_unknown_CPI_y_y,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),5,1,4,20.0,-0.0049599442702886,2018-01-12,2018-08-09,154,210
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_unknown_CoreCPI,1,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),6,3,3,50.0,0.0015682688958551002,2018-02-14,2018-08-09,177,177
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_unknown_CoreCPI,2,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),5,3,2,60.0,0.0121444991789818,2018-02-14,2018-08-09,148,177
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_unknown_CoreCPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),5,1,4,20.0,-0.0049599442702886,2018-01-12,2018-08-09,154,210
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_unknown_CorePPI,1,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),6,3,3,50.0,0.0016882564009000998,2018-02-15,2018-08-08,175,175
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_unknown_CorePPI,2,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),5,3,2,60.0,0.0128485808116349,2018-02-15,2018-08-08,148,175
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_unknown_CorePPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),5,1,4,20.0,-0.0046100164203608,2018-01-11,2018-08-08,156,210
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_unknown_FOMC,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),4,3,1,75.0,0.0069316893424032,2018-01-31,2018-07-31,182,182
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_unknown_FOMC,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),4,2,2,50.0,0.0007615099611272,2018-01-31,2018-07-31,182,182
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_unknown_FOMC,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),4,1,3,25.0,-0.0042148526077097,2017-12-13,2018-07-31,182,231
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_unknown_PPI,1,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),6,3,3,50.0,0.0016882564009000998,2018-02-15,2018-08-08,175,175
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_unknown_PPI,2,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),5,3,2,60.0,0.0128485808116349,2018-02-15,2018-08-08,148,175
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_unknown_PPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),5,1,4,20.0,-0.0046100164203608,2018-01-11,2018-08-08,156,210
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_CPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),87,42,45,48.275862068965516,0.0015312903283052001,2018-07-12,2026-05-31,2794,2881
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_CPI,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),84,32,52,38.095238095238095,0.001644781138303,2018-08-10,2026-05-25,2702,2846
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_CPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),67,23,44,34.32835820895522,-0.0014988037361886,2018-07-12,2026-04-24,2140,2844
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_CPI_y_y,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),88,42,46,47.72727272727273,0.0014800058027077,2018-07-12,2026-05-31,2794,2881
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_CPI_y_y,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),85,32,53,37.64705882352941,0.001539689534268,2018-08-10,2026-05-25,2702,2846
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_CPI_y_y,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),68,23,45,33.82352941176471,-0.0015312192136425,2018-07-12,2026-04-24,2140,2844
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_CoreCPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),87,42,45,48.275862068965516,0.0015312903283052001,2018-07-12,2026-05-31,2794,2881
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_CoreCPI,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),84,32,52,38.095238095238095,0.001644781138303,2018-08-10,2026-05-25,2702,2846
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_CoreCPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),67,23,44,34.32835820895522,-0.0014988037361886,2018-07-12,2026-04-24,2140,2844
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_CorePPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),89,43,46,48.31460674157304,0.0020160461999893,2018-07-11,2026-05-31,2820,2882
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_CorePPI,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),86,31,55,36.04651162790697,0.0013181385415738,2018-08-09,2026-05-25,2725,2847
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_CorePPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),67,25,42,37.3134328358209,-0.0017520588856658,2018-07-11,2026-04-24,2132,2845
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_FOMC,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),65,31,34,47.69230769230769,0.0014467706623989,2018-06-13,2026-06-16,2926,2926
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_FOMC,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),62,26,36,41.935483870967744,-6.73450080856281e-05,2018-08-01,2026-06-16,2831,2877
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_FOMC,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),56,17,39,30.357142857142854,-5.766373784733949e-05,2018-08-01,2026-04-28,2566,2828
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_PPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),89,43,46,48.31460674157304,0.0020160461999893,2018-07-11,2026-05-31,2820,2882
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_PPI,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_30m (BTCUSDT+XRPUSDT),86,31,55,36.04651162790697,0.0013181385415738,2018-08-09,2026-05-25,2725,2847
BTCUSDT+XRPUSDT__post_10.0_simple_hybrid_none_volatile_PPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+XRPUSDT),67,25,42,37.3134328358209,-0.0017520588856658,2018-07-11,2026-04-24,2132,2845
BTCUSDT+XRPUSDT__post_15.0_simple_hybrid_none_trending_down_CPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+XRPUSDT),2,2,0,100.0,0.0061601307189535,2018-10-11,2023-01-11,64,1554
