آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,دوره‌ها
0.0,1,FOMC,Neutral,12,10,2,83.3,16.7,5.0,2018-06-14_2018-06-23|2018-09-27_2018-10-06|2019-06-20_2019-06-29|2019-12-12_2019-12-21|2021-01-28_2021-02-06|2023-05-04_2023-05-13|2023-06-15_2023-06-24|2023-07-27_2023-08-05|2023-09-21_2023-09-30|2024-06-13_2024-06-22|2024-08-01_2024-08-10|2026-04-30_2026-05-09
0.1,1,FOMC,Neutral,12,10,2,83.3,16.7,5.0,2018-06-14_2018-06-23|2018-09-27_2018-10-06|2019-06-20_2019-06-29|2019-12-12_2019-12-21|2021-01-28_2021-02-06|2023-05-04_2023-05-13|2023-06-15_2023-06-24|2023-07-27_2023-08-05|2023-09-21_2023-09-30|2024-06-13_2024-06-22|2024-08-01_2024-08-10|2026-04-30_2026-05-09
0.2,1,FOMC,Neutral,12,10,2,83.3,16.7,5.0,2018-06-14_2018-06-23|2018-09-27_2018-10-06|2019-06-20_2019-06-29|2019-12-12_2019-12-21|2021-01-28_2021-02-06|2023-05-04_2023-05-13|2023-06-15_2023-06-24|2023-07-27_2023-08-05|2023-09-21_2023-09-30|2024-06-13_2024-06-22|2024-08-01_2024-08-10|2026-04-30_2026-05-09
0.3,1,FOMC,Neutral,12,10,2,83.3,16.7,5.0,2018-06-14_2018-06-23|2018-09-27_2018-10-06|2019-06-20_2019-06-29|2019-12-12_2019-12-21|2021-01-28_2021-02-06|2023-05-04_2023-05-13|2023-06-15_2023-06-24|2023-07-27_2023-08-05|2023-09-21_2023-09-30|2024-06-13_2024-06-22|2024-08-01_2024-08-10|2026-04-30_2026-05-09
