آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,دوره‌ها
0.0,1,FOMC,Neutral,17,13,4,76.5,23.5,3.25,2018-05-03_2018-05-07|2018-06-14_2018-06-18|2018-09-27_2018-10-01|2019-06-20_2019-06-24|2019-12-12_2019-12-16|2020-06-11_2020-06-15|2021-01-28_2021-02-01|2022-07-28_2022-08-01|2023-05-04_2023-05-08|2023-06-15_2023-06-19|2023-07-27_2023-07-31|2023-09-21_2023-09-25|2023-12-14_2023-12-18|2024-06-13_2024-06-17|2024-08-01_2024-08-05|2025-03-20_2025-03-24|2026-04-30_2026-05-04
0.1,1,FOMC,Neutral,17,13,4,76.5,23.5,3.25,2018-05-03_2018-05-07|2018-06-14_2018-06-18|2018-09-27_2018-10-01|2019-06-20_2019-06-24|2019-12-12_2019-12-16|2020-06-11_2020-06-15|2021-01-28_2021-02-01|2022-07-28_2022-08-01|2023-05-04_2023-05-08|2023-06-15_2023-06-19|2023-07-27_2023-07-31|2023-09-21_2023-09-25|2023-12-14_2023-12-18|2024-06-13_2024-06-17|2024-08-01_2024-08-05|2025-03-20_2025-03-24|2026-04-30_2026-05-04
0.2,1,FOMC,Neutral,17,13,4,76.5,23.5,3.25,2018-05-03_2018-05-07|2018-06-14_2018-06-18|2018-09-27_2018-10-01|2019-06-20_2019-06-24|2019-12-12_2019-12-16|2020-06-11_2020-06-15|2021-01-28_2021-02-01|2022-07-28_2022-08-01|2023-05-04_2023-05-08|2023-06-15_2023-06-19|2023-07-27_2023-07-31|2023-09-21_2023-09-25|2023-12-14_2023-12-18|2024-06-13_2024-06-17|2024-08-01_2024-08-05|2025-03-20_2025-03-24|2026-04-30_2026-05-04
0.3,1,FOMC,Neutral,17,13,4,76.5,23.5,3.25,2018-05-03_2018-05-07|2018-06-14_2018-06-18|2018-09-27_2018-10-01|2019-06-20_2019-06-24|2019-12-12_2019-12-16|2020-06-11_2020-06-15|2021-01-28_2021-02-01|2022-07-28_2022-08-01|2023-05-04_2023-05-08|2023-06-15_2023-06-19|2023-07-27_2023-07-31|2023-09-21_2023-09-25|2023-12-14_2023-12-18|2024-06-13_2024-06-17|2024-08-01_2024-08-05|2025-03-20_2025-03-24|2026-04-30_2026-05-04
