members,member_coin_compositions,member_signatures,survival_rate,compensation_ratio,avg_return,avg_correlation,score,sample_count,بازه_زمانی_شروع,بازه_زمانی_پایان,تعداد_روز_فعال,تعداد_روز_کل_بازه,ریسک_به_ریوارد_کلی,ریسک_به_ریوارد_ماه‌های_سوده,ریسک_به_ریوارد_ماه‌های_ضررده,میانگین_سود_ماهانه,انحراف_معیار_سود_ماهانه,بهترین_ماه_درصد,بدترین_ماه_درصد,درصد_ماه‌های_سودده,میانگین_سود_در_ماه‌های_سودده,میانگین_ضرر_در_ماه‌های_ضررده,بیشترین_ضرر_متوالی_ماهانه,میانگین_تعداد_دوره_در_ماه,انحراف_معیار_تعداد_دوره,حداکثر_افت_سرمایه_درصد,مدت_بازگشت_از_افت_ماه,حداکثر_ضرر_متوالی_درصد
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT+XRPUSDT_post_15.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'B4Touch_TLpP5-mT3-pR001_LadFib_BufOn_1h‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+SOLUSDT+XRPUSDT', 'BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT+XRPUSDT_post_15.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']",69.23076923076923,1.2416923461314262,6.206153846153863,0.009617353972192681,65.42806990213113,65,2018-06-13,2026-06-17,3167,2927,1.4550920706501362,1.4550920706501362,1.4550920706501362,6.206153846153863,14.453138947209721,48.666666666666735,-22.400000000000002,69.23076923076923,12.906666666666682,-8.869999999999981,4,1,0.0,41.09999999999991,5,-41.09999999999991
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT_post_10.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT+SOLUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'B4Touch_TLpP5-mT3-pR001_LadFib_BufOn_1h‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT_post_10.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT+SOLUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']",69.23076923076923,1.3348295209322407,6.260000000000013,-0.04352893969829454,66.5388471107853,65,2018-06-13,2026-06-17,3167,2927,1.632126872932481,1.632126872932481,1.632126872932481,6.260000000000013,13.519943088308889,44.76666666666673,-22.56666666666666,69.23076923076923,12.425925925925942,-7.613333333333325,3,1,0.0,46.46666666666664,5,-46.16666666666666
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT_post_30.0_simple_hybrid_none_volatile_FOMC', 'B4Touch_TLpP5-mT3-pR001_LadFib_BufOn_1h‖BTCUSDT+ETHUSDT_post_15.0_simple_hybrid_none_volatile_FOMC', 'B4Touch_TLpP5-mT3-pR001_LadFib_BufOn_1h‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT_post_30.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_post_15.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']",69.23076923076923,1.4082058995571174,6.287179487179499,-0.0606544665012407,67.07992973565767,65,2018-06-13,2026-06-17,3167,2927,1.546120321696548,1.546120321696548,1.546120321696548,6.287179487179499,13.74843639128204,47.33333333333337,-23.366666666666656,69.23076923076923,12.745185185185198,-8.243333333333325,4,1,0.0,55.49999999999993,5,-46.5333333333333
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT_post_30.0_simple_hybrid_none_volatile_FOMC', 'B4Touch_TLpP5-mT3-pR001_LadFib_BufOn_1h‖BTCUSDT+ETHUSDT_post_10.0_simple_hybrid_none_volatile_FOMC', 'B4Touch_TLpP5-mT3-pR001_LadFib_BufOn_1h‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT_post_30.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_post_10.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']",69.23076923076923,1.4082058995571174,6.287179487179499,-0.0606544665012407,67.07992973565767,65,2018-06-13,2026-06-17,3167,2927,1.546120321696548,1.546120321696548,1.546120321696548,6.287179487179499,13.74843639128204,47.33333333333337,-23.366666666666656,69.23076923076923,12.745185185185198,-8.243333333333325,4,1,0.0,55.49999999999993,5,-46.5333333333333
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT_post_5.0_simple_hybrid_none_volatile_FOMC', 'B4Touch_TLpP5-mT3-pR001_LadFib_BufOn_1h‖BTCUSDT+ETHUSDT_post_15.0_simple_hybrid_none_volatile_FOMC', 'B4Touch_TLpP5-mT3-pR001_LadFib_BufOn_1h‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT_post_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_post_15.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']",69.23076923076923,1.4082058995571174,6.287179487179499,-0.0606544665012407,67.07992973565767,65,2018-06-13,2026-06-17,3167,2927,1.546120321696548,1.546120321696548,1.546120321696548,6.287179487179499,13.74843639128204,47.33333333333337,-23.366666666666656,69.23076923076923,12.745185185185198,-8.243333333333325,4,1,0.0,55.49999999999993,5,-46.5333333333333
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT_post_10.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT_post_10.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']",69.23076923076923,0.8399443284620745,4.861730769230781,-0.009984639016897081,63.15304441807493,65,2018-06-13,2026-06-17,3167,2927,1.3252848332810734,1.3252848332810734,1.3252848332810734,4.86173076923078,11.702548983847542,29.512500000000053,-25.23749999999999,69.23076923076923,10.565833333333346,-7.972499999999992,3,1,0.0,47.51249999999996,7,-47.51249999999996
"['B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT+SOLUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_post_10.0_simple_hybrid_none_volatile_FOMC', 'B4Touch_TLpP5-mT3-pR001_LadFib_BufOn_1h‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_post_10.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']",69.23076923076923,1.4037360650798436,5.795897435897441,-0.018695350348576157,66.51852298928344,65,2018-06-13,2026-06-17,3167,2927,1.6481614612455744,1.6481614612455744,1.6481614612455744,5.79589743589744,11.641855324903457,33.29999999999995,-17.266666666666662,69.23076923076923,11.462962962962969,-6.954999999999999,3,1,0.0,30.5,4,-28.50000000000002
"['B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT+SOLUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_post_15.0_simple_hybrid_none_volatile_FOMC', 'B4Touch_TLpP5-mT3-pR001_LadFib_BufOn_1h‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_post_15.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']",69.23076923076923,1.4037360650798436,5.795897435897441,-0.018695350348576157,66.51852298928344,65,2018-06-13,2026-06-17,3167,2927,1.6481614612455744,1.6481614612455744,1.6481614612455744,5.79589743589744,11.641855324903457,33.29999999999995,-17.266666666666662,69.23076923076923,11.462962962962969,-6.954999999999999,3,1,0.0,30.5,4,-28.50000000000002
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT+XRPUSDT_post_30.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'B4Touch_TLpP5-mT3-pR001_LadFib_BufOn_1h‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+SOLUSDT+XRPUSDT', 'BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT+XRPUSDT_post_30.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']",69.23076923076923,1.2416923461314262,6.206153846153863,0.009617353972192681,65.42806990213113,65,2018-06-13,2026-06-17,3167,2927,1.4550920706501362,1.4550920706501362,1.4550920706501362,6.206153846153863,14.453138947209721,48.666666666666735,-22.400000000000002,69.23076923076923,12.906666666666682,-8.869999999999981,4,1,0.0,41.09999999999991,5,-41.09999999999991
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT_post_15.0_simple_hybrid_none_volatile_FOMC', 'B4Touch_TLpP5-mT3-pR001_LadFib_BufOn_1h‖BTCUSDT+ETHUSDT_post_30.0_simple_hybrid_none_volatile_FOMC', 'B4Touch_TLpP5-mT3-pR001_LadFib_BufOn_1h‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT_post_15.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_post_30.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']",69.23076923076923,1.4082058995571174,6.287179487179499,-0.0606544665012407,67.07992973565767,65,2018-06-13,2026-06-17,3167,2927,1.546120321696548,1.546120321696548,1.546120321696548,6.287179487179499,13.74843639128204,47.33333333333337,-23.366666666666656,69.23076923076923,12.745185185185198,-8.243333333333325,4,1,0.0,55.49999999999993,5,-46.5333333333333
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT+XRPUSDT_post_5.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'B4Touch_TLpP5-mT3-pR001_LadFib_BufOn_1h‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+SOLUSDT+XRPUSDT', 'BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT+XRPUSDT_post_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']",69.23076923076923,1.2416923461314262,6.206153846153863,0.009617353972192681,65.42806990213113,65,2018-06-13,2026-06-17,3167,2927,1.4550920706501362,1.4550920706501362,1.4550920706501362,6.206153846153863,14.453138947209721,48.666666666666735,-22.400000000000002,69.23076923076923,12.906666666666682,-8.869999999999981,4,1,0.0,41.09999999999991,5,-41.09999999999991
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT_post_15.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT_post_15.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']",69.23076923076923,0.7977204244726858,5.3388461538461645,0.0494431643625192,62.134552202411115,65,2018-06-13,2026-06-17,3167,2927,1.3304610081861294,1.3304610081861294,1.3304610081861294,5.3388461538461645,13.067604251522127,38.88750000000004,-36.112499999999955,69.23076923076923,11.580000000000013,-8.70374999999999,5,1,0.0,70.87499999999993,11,-70.87499999999994
"['B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT+SOLUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_post_30.0_simple_hybrid_none_volatile_FOMC', 'B4Touch_TLpP5-mT3-pR001_LadFib_BufOn_1h‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_post_30.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']",69.23076923076923,1.4037360650798436,5.795897435897441,-0.018695350348576157,66.51852298928344,65,2018-06-13,2026-06-17,3167,2927,1.6481614612455744,1.6481614612455744,1.6481614612455744,5.79589743589744,11.641855324903457,33.29999999999995,-17.266666666666662,69.23076923076923,11.462962962962969,-6.954999999999999,3,1,0.0,30.5,4,-28.50000000000002
"['B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT+SOLUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_post_5.0_simple_hybrid_none_volatile_FOMC', 'B4Touch_TLpP5-mT3-pR001_LadFib_BufOn_1h‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_post_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']",69.23076923076923,1.4037360650798436,5.795897435897441,-0.018695350348576157,66.51852298928344,65,2018-06-13,2026-06-17,3167,2927,1.6481614612455744,1.6481614612455744,1.6481614612455744,5.79589743589744,11.641855324903457,33.29999999999995,-17.266666666666662,69.23076923076923,11.462962962962969,-6.954999999999999,3,1,0.0,30.5,4,-28.50000000000002
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT_post_15.0_simple_hybrid_none_volatile_FOMC', 'B4Touch_TLpP5-mT3-pR001_LadFib_BufOn_1h‖BTCUSDT+ETHUSDT_post_5.0_simple_hybrid_none_volatile_FOMC', 'B4Touch_TLpP5-mT3-pR001_LadFib_BufOn_1h‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT_post_15.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_post_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']",69.23076923076923,1.4082058995571174,6.287179487179499,-0.0606544665012407,67.07992973565767,65,2018-06-13,2026-06-17,3167,2927,1.546120321696548,1.546120321696548,1.546120321696548,6.287179487179499,13.74843639128204,47.33333333333337,-23.366666666666656,69.23076923076923,12.745185185185198,-8.243333333333325,4,1,0.0,55.49999999999993,5,-46.5333333333333
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT_post_15.0_simple_hybrid_none_volatile_FOMC', 'B4Touch_TLpP5-mT3-pR001_LadFib_BufOn_1h‖BTCUSDT+ETHUSDT_post_10.0_simple_hybrid_none_volatile_FOMC', 'B4Touch_TLpP5-mT3-pR001_LadFib_BufOn_1h‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT_post_15.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_post_10.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']",69.23076923076923,1.4082058995571174,6.287179487179499,-0.0606544665012407,67.07992973565767,65,2018-06-13,2026-06-17,3167,2927,1.546120321696548,1.546120321696548,1.546120321696548,6.287179487179499,13.74843639128204,47.33333333333337,-23.366666666666656,69.23076923076923,12.745185185185198,-8.243333333333325,4,1,0.0,55.49999999999993,5,-46.5333333333333
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT_post_5.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT+SOLUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'B4Touch_TLpP5-mT3-pR001_LadFib_BufOn_1h‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT_post_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT+SOLUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']",69.23076923076923,1.3348295209322407,6.260000000000013,-0.04352893969829454,66.5388471107853,65,2018-06-13,2026-06-17,3167,2927,1.632126872932481,1.632126872932481,1.632126872932481,6.260000000000013,13.519943088308889,44.76666666666673,-22.56666666666666,69.23076923076923,12.425925925925942,-7.613333333333325,3,1,0.0,46.46666666666664,5,-46.16666666666666
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT_post_5.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT_post_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']",69.23076923076923,0.8399443284620745,4.861730769230781,-0.009984639016897081,63.15304441807493,65,2018-06-13,2026-06-17,3167,2927,1.3252848332810734,1.3252848332810734,1.3252848332810734,4.86173076923078,11.702548983847542,29.512500000000053,-25.23749999999999,69.23076923076923,10.565833333333346,-7.972499999999992,3,1,0.0,47.51249999999996,7,-47.51249999999996
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT_post_30.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT+SOLUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'B4Touch_TLpP5-mT3-pR001_LadFib_BufOn_1h‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT_post_30.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT+SOLUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']",69.23076923076923,1.3348295209322407,6.260000000000013,-0.04352893969829454,66.5388471107853,65,2018-06-13,2026-06-17,3167,2927,1.632126872932481,1.632126872932481,1.632126872932481,6.260000000000013,13.519943088308889,44.76666666666673,-22.56666666666666,69.23076923076923,12.425925925925942,-7.613333333333325,3,1,0.0,46.46666666666664,5,-46.16666666666666
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT_post_15.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT+SOLUSDT_10_0_simple_hybrid_none_volatile_fixed']","['BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT+SOLUSDT']","['BTCUSDT+ETHUSDT_post_15.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT+SOLUSDT_10_0_simple_hybrid_none_volatile_fixed']",69.0721649484536,0.9368246775880107,4.46666666666667,0.18914810547875063,61.23285481015311,97,2018-06-13,2026-06-17,8382,2927,1.2614058186628727,1.2614058186628727,1.2614058186628727,4.46666666666667,11.867021686324831,32.30000000000003,-34.16666666666662,69.0721649484536,10.025373134328364,-7.947777777777777,5,1,0.0,77.36666666666662,15,-77.36666666666662
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT+XRPUSDT_post_10.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT+SOLUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_10_0_simple_hybrid_none_volatile_fixed']","['BTCUSDT+ETHUSDT+SOLUSDT+XRPUSDT', 'BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT+XRPUSDT_post_10.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT+SOLUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_10_0_simple_hybrid_none_volatile_fixed']",69.0721649484536,0.8600637932444604,4.140549828178703,0.13553845415900145,61.30565569461584,97,2018-06-13,2026-06-17,8382,2927,1.1726133540279282,1.1726133540279282,1.1726133540279282,4.140549828178703,11.544186675155437,32.800000000000075,-29.533333333333303,69.0721649484536,9.697512437810955,-8.26999999999999,4,1,0.0,48.66666666666663,10,-48.666666666666615
