آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,دوره‌ها
0.0,1,FOMC,Neutral,22,18,4,81.8,18.2,4.5,2018-09-27_2018-10-11|2018-12-20_2019-01-03|2019-03-21_2019-04-04|2019-05-02_2019-05-16|2020-04-30_2020-05-14|2020-09-17_2020-10-01|2020-11-06_2020-11-20|2021-06-17_2021-07-01|2022-01-27_2022-02-10|2022-07-28_2022-08-11|2023-05-04_2023-05-18|2023-06-15_2023-06-29|2023-07-27_2023-08-10|2023-09-21_2023-10-05|2024-06-13_2024-06-27|2024-08-01_2024-08-15|2024-09-19_2024-10-03|2025-05-08_2025-05-22|2025-06-19_2025-07-03|2025-09-18_2025-10-02|2025-12-11_2025-12-25|2026-01-29_2026-02-12
0.1,1,FOMC,Neutral,22,18,4,81.8,18.2,4.5,2018-09-27_2018-10-11|2018-12-20_2019-01-03|2019-03-21_2019-04-04|2019-05-02_2019-05-16|2020-04-30_2020-05-14|2020-09-17_2020-10-01|2020-11-06_2020-11-20|2021-06-17_2021-07-01|2022-01-27_2022-02-10|2022-07-28_2022-08-11|2023-05-04_2023-05-18|2023-06-15_2023-06-29|2023-07-27_2023-08-10|2023-09-21_2023-10-05|2024-06-13_2024-06-27|2024-08-01_2024-08-15|2024-09-19_2024-10-03|2025-05-08_2025-05-22|2025-06-19_2025-07-03|2025-09-18_2025-10-02|2025-12-11_2025-12-25|2026-01-29_2026-02-12
0.2,1,FOMC,Neutral,22,18,4,81.8,18.2,4.5,2018-09-27_2018-10-11|2018-12-20_2019-01-03|2019-03-21_2019-04-04|2019-05-02_2019-05-16|2020-04-30_2020-05-14|2020-09-17_2020-10-01|2020-11-06_2020-11-20|2021-06-17_2021-07-01|2022-01-27_2022-02-10|2022-07-28_2022-08-11|2023-05-04_2023-05-18|2023-06-15_2023-06-29|2023-07-27_2023-08-10|2023-09-21_2023-10-05|2024-06-13_2024-06-27|2024-08-01_2024-08-15|2024-09-19_2024-10-03|2025-05-08_2025-05-22|2025-06-19_2025-07-03|2025-09-18_2025-10-02|2025-12-11_2025-12-25|2026-01-29_2026-02-12
0.3,1,FOMC,Neutral,22,18,4,81.8,18.2,4.5,2018-09-27_2018-10-11|2018-12-20_2019-01-03|2019-03-21_2019-04-04|2019-05-02_2019-05-16|2020-04-30_2020-05-14|2020-09-17_2020-10-01|2020-11-06_2020-11-20|2021-06-17_2021-07-01|2022-01-27_2022-02-10|2022-07-28_2022-08-11|2023-05-04_2023-05-18|2023-06-15_2023-06-29|2023-07-27_2023-08-10|2023-09-21_2023-10-05|2024-06-13_2024-06-27|2024-08-01_2024-08-15|2024-09-19_2024-10-03|2025-05-08_2025-05-22|2025-06-19_2025-07-03|2025-09-18_2025-10-02|2025-12-11_2025-12-25|2026-01-29_2026-02-12
