آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,دوره‌ها
0.0,1,FOMC,Neutral,12,8,4,66.7,33.3,2.0,2021-11-04_2021-11-13|2022-09-22_2022-10-01|2023-02-02_2023-02-11|2023-05-04_2023-05-13|2023-06-15_2023-06-24|2024-02-01_2024-02-10|2024-05-02_2024-05-11|2024-06-13_2024-06-22|2024-08-01_2024-08-10|2024-12-19_2024-12-28|2025-07-31_2025-08-09|2025-12-11_2025-12-20
0.1,1,FOMC,Neutral,12,8,4,66.7,33.3,2.0,2021-11-04_2021-11-13|2022-09-22_2022-10-01|2023-02-02_2023-02-11|2023-05-04_2023-05-13|2023-06-15_2023-06-24|2024-02-01_2024-02-10|2024-05-02_2024-05-11|2024-06-13_2024-06-22|2024-08-01_2024-08-10|2024-12-19_2024-12-28|2025-07-31_2025-08-09|2025-12-11_2025-12-20
0.2,1,FOMC,Neutral,12,8,4,66.7,33.3,2.0,2021-11-04_2021-11-13|2022-09-22_2022-10-01|2023-02-02_2023-02-11|2023-05-04_2023-05-13|2023-06-15_2023-06-24|2024-02-01_2024-02-10|2024-05-02_2024-05-11|2024-06-13_2024-06-22|2024-08-01_2024-08-10|2024-12-19_2024-12-28|2025-07-31_2025-08-09|2025-12-11_2025-12-20
0.3,1,FOMC,Neutral,12,8,4,66.7,33.3,2.0,2021-11-04_2021-11-13|2022-09-22_2022-10-01|2023-02-02_2023-02-11|2023-05-04_2023-05-13|2023-06-15_2023-06-24|2024-02-01_2024-02-10|2024-05-02_2024-05-11|2024-06-13_2024-06-22|2024-08-01_2024-08-10|2024-12-19_2024-12-28|2025-07-31_2025-08-09|2025-12-11_2025-12-20
