آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,دوره‌ها
0.0,1,FOMC,Neutral,12,8,4,66.7,33.3,2.0,2021-11-04_2021-11-08|2022-09-22_2022-09-26|2023-02-02_2023-02-06|2023-05-04_2023-05-08|2023-06-15_2023-06-19|2024-02-01_2024-02-05|2024-05-02_2024-05-06|2024-06-13_2024-06-17|2024-08-01_2024-08-05|2024-12-19_2024-12-23|2025-07-31_2025-08-04|2025-12-11_2025-12-15
0.1,1,FOMC,Neutral,12,8,4,66.7,33.3,2.0,2021-11-04_2021-11-08|2022-09-22_2022-09-26|2023-02-02_2023-02-06|2023-05-04_2023-05-08|2023-06-15_2023-06-19|2024-02-01_2024-02-05|2024-05-02_2024-05-06|2024-06-13_2024-06-17|2024-08-01_2024-08-05|2024-12-19_2024-12-23|2025-07-31_2025-08-04|2025-12-11_2025-12-15
0.2,1,FOMC,Neutral,12,8,4,66.7,33.3,2.0,2021-11-04_2021-11-08|2022-09-22_2022-09-26|2023-02-02_2023-02-06|2023-05-04_2023-05-08|2023-06-15_2023-06-19|2024-02-01_2024-02-05|2024-05-02_2024-05-06|2024-06-13_2024-06-17|2024-08-01_2024-08-05|2024-12-19_2024-12-23|2025-07-31_2025-08-04|2025-12-11_2025-12-15
0.3,1,FOMC,Neutral,12,8,4,66.7,33.3,2.0,2021-11-04_2021-11-08|2022-09-22_2022-09-26|2023-02-02_2023-02-06|2023-05-04_2023-05-08|2023-06-15_2023-06-19|2024-02-01_2024-02-05|2024-05-02_2024-05-06|2024-06-13_2024-06-17|2024-08-01_2024-08-05|2024-12-19_2024-12-23|2025-07-31_2025-08-04|2025-12-11_2025-12-15
