آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,دوره‌ها
0.0,1,FOMC,Neutral,20,16,4,80.0,20.0,4.0,2021-01-28_2021-02-06|2021-03-18_2021-03-27|2021-06-17_2021-06-26|2021-12-16_2021-12-25|2022-01-27_2022-02-05|2022-03-17_2022-03-26|2022-05-05_2022-05-14|2023-02-02_2023-02-11|2023-05-04_2023-05-13|2023-12-14_2023-12-23|2024-05-02_2024-05-11|2024-06-13_2024-06-22|2025-01-30_2025-02-08|2025-03-20_2025-03-29|2025-05-08_2025-05-17|2025-07-31_2025-08-09|2025-09-18_2025-09-27|2025-12-11_2025-12-20|2026-01-29_2026-02-07|2026-04-30_2026-05-09
0.1,1,FOMC,Neutral,20,16,4,80.0,20.0,4.0,2021-01-28_2021-02-06|2021-03-18_2021-03-27|2021-06-17_2021-06-26|2021-12-16_2021-12-25|2022-01-27_2022-02-05|2022-03-17_2022-03-26|2022-05-05_2022-05-14|2023-02-02_2023-02-11|2023-05-04_2023-05-13|2023-12-14_2023-12-23|2024-05-02_2024-05-11|2024-06-13_2024-06-22|2025-01-30_2025-02-08|2025-03-20_2025-03-29|2025-05-08_2025-05-17|2025-07-31_2025-08-09|2025-09-18_2025-09-27|2025-12-11_2025-12-20|2026-01-29_2026-02-07|2026-04-30_2026-05-09
0.2,1,FOMC,Neutral,20,16,4,80.0,20.0,4.0,2021-01-28_2021-02-06|2021-03-18_2021-03-27|2021-06-17_2021-06-26|2021-12-16_2021-12-25|2022-01-27_2022-02-05|2022-03-17_2022-03-26|2022-05-05_2022-05-14|2023-02-02_2023-02-11|2023-05-04_2023-05-13|2023-12-14_2023-12-23|2024-05-02_2024-05-11|2024-06-13_2024-06-22|2025-01-30_2025-02-08|2025-03-20_2025-03-29|2025-05-08_2025-05-17|2025-07-31_2025-08-09|2025-09-18_2025-09-27|2025-12-11_2025-12-20|2026-01-29_2026-02-07|2026-04-30_2026-05-09
0.3,1,FOMC,Neutral,20,16,4,80.0,20.0,4.0,2021-01-28_2021-02-06|2021-03-18_2021-03-27|2021-06-17_2021-06-26|2021-12-16_2021-12-25|2022-01-27_2022-02-05|2022-03-17_2022-03-26|2022-05-05_2022-05-14|2023-02-02_2023-02-11|2023-05-04_2023-05-13|2023-12-14_2023-12-23|2024-05-02_2024-05-11|2024-06-13_2024-06-22|2025-01-30_2025-02-08|2025-03-20_2025-03-29|2025-05-08_2025-05-17|2025-07-31_2025-08-09|2025-09-18_2025-09-27|2025-12-11_2025-12-20|2026-01-29_2026-02-07|2026-04-30_2026-05-09
