آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,دوره‌ها
0.0,1,FOMC,Neutral,16,15,1,93.8,6.2,15.0,2021-06-17_2021-06-26|2022-07-28_2022-08-06|2022-12-15_2022-12-24|2023-02-02_2023-02-11|2023-06-15_2023-06-24|2023-07-27_2023-08-05|2024-02-01_2024-02-10|2024-03-21_2024-03-30|2024-09-19_2024-09-28|2024-11-08_2024-11-17|2025-05-08_2025-05-17|2025-07-31_2025-08-09|2025-10-30_2025-11-08|2026-01-29_2026-02-07|2026-03-19_2026-03-28|2026-04-30_2026-05-09
0.1,1,FOMC,Neutral,16,15,1,93.8,6.2,15.0,2021-06-17_2021-06-26|2022-07-28_2022-08-06|2022-12-15_2022-12-24|2023-02-02_2023-02-11|2023-06-15_2023-06-24|2023-07-27_2023-08-05|2024-02-01_2024-02-10|2024-03-21_2024-03-30|2024-09-19_2024-09-28|2024-11-08_2024-11-17|2025-05-08_2025-05-17|2025-07-31_2025-08-09|2025-10-30_2025-11-08|2026-01-29_2026-02-07|2026-03-19_2026-03-28|2026-04-30_2026-05-09
0.2,1,FOMC,Neutral,16,15,1,93.8,6.2,15.0,2021-06-17_2021-06-26|2022-07-28_2022-08-06|2022-12-15_2022-12-24|2023-02-02_2023-02-11|2023-06-15_2023-06-24|2023-07-27_2023-08-05|2024-02-01_2024-02-10|2024-03-21_2024-03-30|2024-09-19_2024-09-28|2024-11-08_2024-11-17|2025-05-08_2025-05-17|2025-07-31_2025-08-09|2025-10-30_2025-11-08|2026-01-29_2026-02-07|2026-03-19_2026-03-28|2026-04-30_2026-05-09
0.3,1,FOMC,Neutral,16,15,1,93.8,6.2,15.0,2021-06-17_2021-06-26|2022-07-28_2022-08-06|2022-12-15_2022-12-24|2023-02-02_2023-02-11|2023-06-15_2023-06-24|2023-07-27_2023-08-05|2024-02-01_2024-02-10|2024-03-21_2024-03-30|2024-09-19_2024-09-28|2024-11-08_2024-11-17|2025-05-08_2025-05-17|2025-07-31_2025-08-09|2025-10-30_2025-11-08|2026-01-29_2026-02-07|2026-03-19_2026-03-28|2026-04-30_2026-05-09
