آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,دوره‌ها
0.0,1,FOMC,Neutral,19,14,5,73.7,26.3,2.8,2020-11-06_2020-11-20|2021-07-29_2021-08-12|2022-07-28_2022-08-11|2022-09-22_2022-10-06|2023-02-02_2023-02-16|2023-06-15_2023-06-29|2023-07-27_2023-08-10|2023-09-21_2023-10-05|2024-02-01_2024-02-15|2024-06-13_2024-06-27|2024-11-08_2024-11-22|2024-12-19_2025-01-02|2025-01-30_2025-02-13|2025-05-08_2025-05-22|2025-07-31_2025-08-14|2025-09-18_2025-10-02|2025-10-30_2025-11-13|2025-12-11_2025-12-25|2026-04-30_2026-05-14
0.1,1,FOMC,Neutral,19,14,5,73.7,26.3,2.8,2020-11-06_2020-11-20|2021-07-29_2021-08-12|2022-07-28_2022-08-11|2022-09-22_2022-10-06|2023-02-02_2023-02-16|2023-06-15_2023-06-29|2023-07-27_2023-08-10|2023-09-21_2023-10-05|2024-02-01_2024-02-15|2024-06-13_2024-06-27|2024-11-08_2024-11-22|2024-12-19_2025-01-02|2025-01-30_2025-02-13|2025-05-08_2025-05-22|2025-07-31_2025-08-14|2025-09-18_2025-10-02|2025-10-30_2025-11-13|2025-12-11_2025-12-25|2026-04-30_2026-05-14
0.2,1,FOMC,Neutral,19,14,5,73.7,26.3,2.8,2020-11-06_2020-11-20|2021-07-29_2021-08-12|2022-07-28_2022-08-11|2022-09-22_2022-10-06|2023-02-02_2023-02-16|2023-06-15_2023-06-29|2023-07-27_2023-08-10|2023-09-21_2023-10-05|2024-02-01_2024-02-15|2024-06-13_2024-06-27|2024-11-08_2024-11-22|2024-12-19_2025-01-02|2025-01-30_2025-02-13|2025-05-08_2025-05-22|2025-07-31_2025-08-14|2025-09-18_2025-10-02|2025-10-30_2025-11-13|2025-12-11_2025-12-25|2026-04-30_2026-05-14
0.3,1,FOMC,Neutral,19,14,5,73.7,26.3,2.8,2020-11-06_2020-11-20|2021-07-29_2021-08-12|2022-07-28_2022-08-11|2022-09-22_2022-10-06|2023-02-02_2023-02-16|2023-06-15_2023-06-29|2023-07-27_2023-08-10|2023-09-21_2023-10-05|2024-02-01_2024-02-15|2024-06-13_2024-06-27|2024-11-08_2024-11-22|2024-12-19_2025-01-02|2025-01-30_2025-02-13|2025-05-08_2025-05-22|2025-07-31_2025-08-14|2025-09-18_2025-10-02|2025-10-30_2025-11-13|2025-12-11_2025-12-25|2026-04-30_2026-05-14
