آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,دوره‌ها
0.0,1,FOMC,Neutral,17,11,6,64.7,35.3,1.83,2021-07-29_2021-08-07|2021-09-23_2021-10-02|2021-11-04_2021-11-13|2021-12-16_2021-12-25|2022-03-17_2022-03-26|2022-07-28_2022-08-06|2023-12-14_2023-12-23|2024-02-01_2024-02-10|2024-05-02_2024-05-11|2024-09-19_2024-09-28|2024-11-08_2024-11-17|2024-12-19_2024-12-28|2025-01-30_2025-02-08|2025-03-20_2025-03-29|2025-05-08_2025-05-17|2025-09-18_2025-09-27|2026-01-29_2026-02-07
0.1,1,FOMC,Neutral,17,11,6,64.7,35.3,1.83,2021-07-29_2021-08-07|2021-09-23_2021-10-02|2021-11-04_2021-11-13|2021-12-16_2021-12-25|2022-03-17_2022-03-26|2022-07-28_2022-08-06|2023-12-14_2023-12-23|2024-02-01_2024-02-10|2024-05-02_2024-05-11|2024-09-19_2024-09-28|2024-11-08_2024-11-17|2024-12-19_2024-12-28|2025-01-30_2025-02-08|2025-03-20_2025-03-29|2025-05-08_2025-05-17|2025-09-18_2025-09-27|2026-01-29_2026-02-07
0.2,1,FOMC,Neutral,17,11,6,64.7,35.3,1.83,2021-07-29_2021-08-07|2021-09-23_2021-10-02|2021-11-04_2021-11-13|2021-12-16_2021-12-25|2022-03-17_2022-03-26|2022-07-28_2022-08-06|2023-12-14_2023-12-23|2024-02-01_2024-02-10|2024-05-02_2024-05-11|2024-09-19_2024-09-28|2024-11-08_2024-11-17|2024-12-19_2024-12-28|2025-01-30_2025-02-08|2025-03-20_2025-03-29|2025-05-08_2025-05-17|2025-09-18_2025-09-27|2026-01-29_2026-02-07
0.3,1,FOMC,Neutral,17,11,6,64.7,35.3,1.83,2021-07-29_2021-08-07|2021-09-23_2021-10-02|2021-11-04_2021-11-13|2021-12-16_2021-12-25|2022-03-17_2022-03-26|2022-07-28_2022-08-06|2023-12-14_2023-12-23|2024-02-01_2024-02-10|2024-05-02_2024-05-11|2024-09-19_2024-09-28|2024-11-08_2024-11-17|2024-12-19_2024-12-28|2025-01-30_2025-02-08|2025-03-20_2025-03-29|2025-05-08_2025-05-17|2025-09-18_2025-09-27|2026-01-29_2026-02-07
