آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,دوره‌ها
0.0,1,FOMC,Neutral,23,17,6,73.9,26.1,2.83,2019-05-02_2019-05-16|2019-06-20_2019-07-04|2019-09-19_2019-10-03|2020-06-11_2020-06-25|2020-07-30_2020-08-13|2020-09-17_2020-10-01|2021-01-28_2021-02-11|2022-09-22_2022-10-06|2022-12-15_2022-12-29|2023-02-02_2023-02-16|2023-05-04_2023-05-18|2023-06-15_2023-06-29|2023-07-27_2023-08-10|2023-11-02_2023-11-16|2024-03-21_2024-04-04|2024-08-01_2024-08-15|2024-09-19_2024-10-03|2025-01-30_2025-02-13|2025-05-08_2025-05-22|2025-06-19_2025-07-03|2025-12-11_2025-12-25|2026-01-29_2026-02-12|2026-03-19_2026-04-02
0.1,1,FOMC,Neutral,23,17,6,73.9,26.1,2.83,2019-05-02_2019-05-16|2019-06-20_2019-07-04|2019-09-19_2019-10-03|2020-06-11_2020-06-25|2020-07-30_2020-08-13|2020-09-17_2020-10-01|2021-01-28_2021-02-11|2022-09-22_2022-10-06|2022-12-15_2022-12-29|2023-02-02_2023-02-16|2023-05-04_2023-05-18|2023-06-15_2023-06-29|2023-07-27_2023-08-10|2023-11-02_2023-11-16|2024-03-21_2024-04-04|2024-08-01_2024-08-15|2024-09-19_2024-10-03|2025-01-30_2025-02-13|2025-05-08_2025-05-22|2025-06-19_2025-07-03|2025-12-11_2025-12-25|2026-01-29_2026-02-12|2026-03-19_2026-04-02
0.2,1,FOMC,Neutral,23,17,6,73.9,26.1,2.83,2019-05-02_2019-05-16|2019-06-20_2019-07-04|2019-09-19_2019-10-03|2020-06-11_2020-06-25|2020-07-30_2020-08-13|2020-09-17_2020-10-01|2021-01-28_2021-02-11|2022-09-22_2022-10-06|2022-12-15_2022-12-29|2023-02-02_2023-02-16|2023-05-04_2023-05-18|2023-06-15_2023-06-29|2023-07-27_2023-08-10|2023-11-02_2023-11-16|2024-03-21_2024-04-04|2024-08-01_2024-08-15|2024-09-19_2024-10-03|2025-01-30_2025-02-13|2025-05-08_2025-05-22|2025-06-19_2025-07-03|2025-12-11_2025-12-25|2026-01-29_2026-02-12|2026-03-19_2026-04-02
0.3,1,FOMC,Neutral,23,17,6,73.9,26.1,2.83,2019-05-02_2019-05-16|2019-06-20_2019-07-04|2019-09-19_2019-10-03|2020-06-11_2020-06-25|2020-07-30_2020-08-13|2020-09-17_2020-10-01|2021-01-28_2021-02-11|2022-09-22_2022-10-06|2022-12-15_2022-12-29|2023-02-02_2023-02-16|2023-05-04_2023-05-18|2023-06-15_2023-06-29|2023-07-27_2023-08-10|2023-11-02_2023-11-16|2024-03-21_2024-04-04|2024-08-01_2024-08-15|2024-09-19_2024-10-03|2025-01-30_2025-02-13|2025-05-08_2025-05-22|2025-06-19_2025-07-03|2025-12-11_2025-12-25|2026-01-29_2026-02-12|2026-03-19_2026-04-02
