آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,دوره‌ها
0.0,1,FOMC,Neutral,23,17,6,73.9,26.1,2.83,2019-05-02_2019-05-11|2019-06-20_2019-06-29|2019-09-19_2019-09-28|2020-06-11_2020-06-20|2020-07-30_2020-08-08|2020-09-17_2020-09-26|2021-01-28_2021-02-06|2022-09-22_2022-10-01|2022-12-15_2022-12-24|2023-02-02_2023-02-11|2023-05-04_2023-05-13|2023-06-15_2023-06-24|2023-07-27_2023-08-05|2023-11-02_2023-11-11|2024-03-21_2024-03-30|2024-08-01_2024-08-10|2024-09-19_2024-09-28|2025-01-30_2025-02-08|2025-05-08_2025-05-17|2025-06-19_2025-06-28|2025-12-11_2025-12-20|2026-01-29_2026-02-07|2026-03-19_2026-03-28
0.1,1,FOMC,Neutral,23,17,6,73.9,26.1,2.83,2019-05-02_2019-05-11|2019-06-20_2019-06-29|2019-09-19_2019-09-28|2020-06-11_2020-06-20|2020-07-30_2020-08-08|2020-09-17_2020-09-26|2021-01-28_2021-02-06|2022-09-22_2022-10-01|2022-12-15_2022-12-24|2023-02-02_2023-02-11|2023-05-04_2023-05-13|2023-06-15_2023-06-24|2023-07-27_2023-08-05|2023-11-02_2023-11-11|2024-03-21_2024-03-30|2024-08-01_2024-08-10|2024-09-19_2024-09-28|2025-01-30_2025-02-08|2025-05-08_2025-05-17|2025-06-19_2025-06-28|2025-12-11_2025-12-20|2026-01-29_2026-02-07|2026-03-19_2026-03-28
0.2,1,FOMC,Neutral,23,17,6,73.9,26.1,2.83,2019-05-02_2019-05-11|2019-06-20_2019-06-29|2019-09-19_2019-09-28|2020-06-11_2020-06-20|2020-07-30_2020-08-08|2020-09-17_2020-09-26|2021-01-28_2021-02-06|2022-09-22_2022-10-01|2022-12-15_2022-12-24|2023-02-02_2023-02-11|2023-05-04_2023-05-13|2023-06-15_2023-06-24|2023-07-27_2023-08-05|2023-11-02_2023-11-11|2024-03-21_2024-03-30|2024-08-01_2024-08-10|2024-09-19_2024-09-28|2025-01-30_2025-02-08|2025-05-08_2025-05-17|2025-06-19_2025-06-28|2025-12-11_2025-12-20|2026-01-29_2026-02-07|2026-03-19_2026-03-28
0.3,1,FOMC,Neutral,23,17,6,73.9,26.1,2.83,2019-05-02_2019-05-11|2019-06-20_2019-06-29|2019-09-19_2019-09-28|2020-06-11_2020-06-20|2020-07-30_2020-08-08|2020-09-17_2020-09-26|2021-01-28_2021-02-06|2022-09-22_2022-10-01|2022-12-15_2022-12-24|2023-02-02_2023-02-11|2023-05-04_2023-05-13|2023-06-15_2023-06-24|2023-07-27_2023-08-05|2023-11-02_2023-11-11|2024-03-21_2024-03-30|2024-08-01_2024-08-10|2024-09-19_2024-09-28|2025-01-30_2025-02-08|2025-05-08_2025-05-17|2025-06-19_2025-06-28|2025-12-11_2025-12-20|2026-01-29_2026-02-07|2026-03-19_2026-03-28
