آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,ماه‌ها
0.0,1,CPI m/m,Bad,26,18,8,69.2,30.8,2.25,2018-02|2019-07|2019-11|2019-12|2020-03|2020-07|2020-08|2020-12|2021-04|2021-06|2021-07|2021-10|2021-11|2022-01|2022-02|2022-05|2022-06|2022-07|2022-10|2023-10|2023-12|2024-01|2024-02|2024-04|2024-10|2025-09
0.0,1,CPI m/m,Good,24,14,10,58.3,41.7,1.4,2018-04|2018-07|2018-10|2019-02|2019-05|2019-10|2020-04|2020-05|2020-11|2022-08|2022-11|2022-12|2023-04|2023-06|2023-07|2023-11|2024-05|2024-06|2024-07|2025-03|2025-04|2025-05|2025-06|2025-10
0.0,1,CPI m/m,Neutral,28,17,11,60.7,39.3,1.55,2018-08|2018-11|2019-01|2019-03|2019-06|2019-08|2019-09|2020-01|2020-10|2021-02|2021-03|2021-08|2022-03|2022-04|2023-01|2023-02|2023-03|2023-05|2023-08|2023-09|2024-03|2024-08|2024-09|2024-12|2025-01|2025-07|2025-08|2026-01
0.1,1,CPI m/m,Bad,14,9,5,64.3,35.7,1.8,2018-02|2019-11|2020-08|2021-06|2021-07|2021-10|2021-11|2022-02|2022-06|2022-07|2022-10|2023-10|2024-04|2025-09
0.1,1,CPI m/m,Neutral,54,33,21,61.1,38.9,1.57,2018-04|2018-07|2018-08|2018-10|2018-11|2019-01|2019-02|2019-03|2019-06|2019-07|2019-08|2019-09|2019-10|2019-12|2020-01|2020-03|2020-07|2020-10|2020-11|2020-12|2021-02|2021-03|2021-04|2021-08|2022-01|2022-03|2022-04|2022-05|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-11|2023-12|2024-01|2024-02|2024-03|2024-06|2024-08|2024-09|2024-10|2024-12|2025-01|2025-03|2025-05|2025-06|2025-07|2025-08|2026-01
0.1,1,CPI m/m,Good,10,7,3,70.0,30.0,2.33,2019-05|2020-04|2020-05|2022-08|2022-11|2022-12|2024-05|2024-07|2025-04|2025-10
0.2,1,CPI m/m,Neutral,74,47,27,63.5,36.5,1.74,2018-02|2018-04|2018-07|2018-08|2018-10|2018-11|2019-01|2019-02|2019-03|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-03|2020-04|2020-05|2020-07|2020-10|2020-11|2020-12|2021-02|2021-03|2021-04|2021-06|2021-08|2021-10|2022-01|2022-02|2022-03|2022-04|2022-05|2022-07|2022-08|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-12|2025-01|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2026-01
0.2,1,CPI m/m,Bad,4,2,2,50.0,50.0,1.0,2020-08|2021-07|2021-11|2022-06
0.3,1,CPI m/m,Neutral,75,47,28,62.7,37.3,1.68,2018-02|2018-04|2018-07|2018-08|2018-10|2018-11|2019-01|2019-02|2019-03|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-03|2020-04|2020-05|2020-07|2020-08|2020-10|2020-11|2020-12|2021-02|2021-03|2021-04|2021-06|2021-08|2021-10|2022-01|2022-02|2022-03|2022-04|2022-05|2022-07|2022-08|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-12|2025-01|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2026-01
0.3,1,CPI m/m,Bad,3,2,1,66.7,33.3,2.0,2021-07|2021-11|2022-06
