آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,دوره‌ها
0.0,1,FOMC,Neutral,29,14,15,48.3,51.7,0.93,2018-06-14_2018-06-23|2018-09-27_2018-10-06|2018-12-20_2018-12-29|2019-05-02_2019-05-11|2019-06-20_2019-06-29|2019-08-01_2019-08-10|2019-09-19_2019-09-28|2019-12-12_2019-12-21|2020-06-11_2020-06-20|2020-07-30_2020-08-08|2020-09-17_2020-09-26|2021-12-16_2021-12-25|2022-09-22_2022-10-01|2022-12-15_2022-12-24|2023-02-02_2023-02-11|2023-05-04_2023-05-13|2023-06-15_2023-06-24|2023-07-27_2023-08-05|2023-12-14_2023-12-23|2024-05-02_2024-05-11|2024-06-13_2024-06-22|2024-08-01_2024-08-10|2024-09-19_2024-09-28|2025-03-20_2025-03-29|2025-07-31_2025-08-09|2025-09-18_2025-09-27|2025-10-30_2025-11-08|2026-03-19_2026-03-28|2026-04-30_2026-05-09
0.1,1,FOMC,Neutral,29,14,15,48.3,51.7,0.93,2018-06-14_2018-06-23|2018-09-27_2018-10-06|2018-12-20_2018-12-29|2019-05-02_2019-05-11|2019-06-20_2019-06-29|2019-08-01_2019-08-10|2019-09-19_2019-09-28|2019-12-12_2019-12-21|2020-06-11_2020-06-20|2020-07-30_2020-08-08|2020-09-17_2020-09-26|2021-12-16_2021-12-25|2022-09-22_2022-10-01|2022-12-15_2022-12-24|2023-02-02_2023-02-11|2023-05-04_2023-05-13|2023-06-15_2023-06-24|2023-07-27_2023-08-05|2023-12-14_2023-12-23|2024-05-02_2024-05-11|2024-06-13_2024-06-22|2024-08-01_2024-08-10|2024-09-19_2024-09-28|2025-03-20_2025-03-29|2025-07-31_2025-08-09|2025-09-18_2025-09-27|2025-10-30_2025-11-08|2026-03-19_2026-03-28|2026-04-30_2026-05-09
0.2,1,FOMC,Neutral,29,14,15,48.3,51.7,0.93,2018-06-14_2018-06-23|2018-09-27_2018-10-06|2018-12-20_2018-12-29|2019-05-02_2019-05-11|2019-06-20_2019-06-29|2019-08-01_2019-08-10|2019-09-19_2019-09-28|2019-12-12_2019-12-21|2020-06-11_2020-06-20|2020-07-30_2020-08-08|2020-09-17_2020-09-26|2021-12-16_2021-12-25|2022-09-22_2022-10-01|2022-12-15_2022-12-24|2023-02-02_2023-02-11|2023-05-04_2023-05-13|2023-06-15_2023-06-24|2023-07-27_2023-08-05|2023-12-14_2023-12-23|2024-05-02_2024-05-11|2024-06-13_2024-06-22|2024-08-01_2024-08-10|2024-09-19_2024-09-28|2025-03-20_2025-03-29|2025-07-31_2025-08-09|2025-09-18_2025-09-27|2025-10-30_2025-11-08|2026-03-19_2026-03-28|2026-04-30_2026-05-09
0.3,1,FOMC,Neutral,29,14,15,48.3,51.7,0.93,2018-06-14_2018-06-23|2018-09-27_2018-10-06|2018-12-20_2018-12-29|2019-05-02_2019-05-11|2019-06-20_2019-06-29|2019-08-01_2019-08-10|2019-09-19_2019-09-28|2019-12-12_2019-12-21|2020-06-11_2020-06-20|2020-07-30_2020-08-08|2020-09-17_2020-09-26|2021-12-16_2021-12-25|2022-09-22_2022-10-01|2022-12-15_2022-12-24|2023-02-02_2023-02-11|2023-05-04_2023-05-13|2023-06-15_2023-06-24|2023-07-27_2023-08-05|2023-12-14_2023-12-23|2024-05-02_2024-05-11|2024-06-13_2024-06-22|2024-08-01_2024-08-10|2024-09-19_2024-09-28|2025-03-20_2025-03-29|2025-07-31_2025-08-09|2025-09-18_2025-09-27|2025-10-30_2025-11-08|2026-03-19_2026-03-28|2026-04-30_2026-05-09
