آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,دوره‌ها
0.0,1,FOMC,Neutral,26,21,5,80.8,19.2,4.2,2021-03-18_2021-03-27|2021-04-29_2021-05-08|2021-06-17_2021-06-26|2021-07-29_2021-08-07|2021-09-23_2021-10-02|2021-11-04_2021-11-13|2022-01-27_2022-02-05|2022-03-17_2022-03-26|2022-05-05_2022-05-14|2022-07-28_2022-08-06|2022-11-03_2022-11-12|2023-03-23_2023-04-01|2023-05-04_2023-05-13|2023-12-14_2023-12-23|2024-03-21_2024-03-30|2024-05-02_2024-05-11|2024-06-13_2024-06-22|2024-08-01_2024-08-10|2024-12-19_2024-12-28|2025-01-30_2025-02-08|2025-03-20_2025-03-29|2025-05-08_2025-05-17|2025-09-18_2025-09-27|2025-10-30_2025-11-08|2026-03-19_2026-03-28|2026-04-30_2026-05-09
0.1,1,FOMC,Neutral,26,21,5,80.8,19.2,4.2,2021-03-18_2021-03-27|2021-04-29_2021-05-08|2021-06-17_2021-06-26|2021-07-29_2021-08-07|2021-09-23_2021-10-02|2021-11-04_2021-11-13|2022-01-27_2022-02-05|2022-03-17_2022-03-26|2022-05-05_2022-05-14|2022-07-28_2022-08-06|2022-11-03_2022-11-12|2023-03-23_2023-04-01|2023-05-04_2023-05-13|2023-12-14_2023-12-23|2024-03-21_2024-03-30|2024-05-02_2024-05-11|2024-06-13_2024-06-22|2024-08-01_2024-08-10|2024-12-19_2024-12-28|2025-01-30_2025-02-08|2025-03-20_2025-03-29|2025-05-08_2025-05-17|2025-09-18_2025-09-27|2025-10-30_2025-11-08|2026-03-19_2026-03-28|2026-04-30_2026-05-09
0.2,1,FOMC,Neutral,26,21,5,80.8,19.2,4.2,2021-03-18_2021-03-27|2021-04-29_2021-05-08|2021-06-17_2021-06-26|2021-07-29_2021-08-07|2021-09-23_2021-10-02|2021-11-04_2021-11-13|2022-01-27_2022-02-05|2022-03-17_2022-03-26|2022-05-05_2022-05-14|2022-07-28_2022-08-06|2022-11-03_2022-11-12|2023-03-23_2023-04-01|2023-05-04_2023-05-13|2023-12-14_2023-12-23|2024-03-21_2024-03-30|2024-05-02_2024-05-11|2024-06-13_2024-06-22|2024-08-01_2024-08-10|2024-12-19_2024-12-28|2025-01-30_2025-02-08|2025-03-20_2025-03-29|2025-05-08_2025-05-17|2025-09-18_2025-09-27|2025-10-30_2025-11-08|2026-03-19_2026-03-28|2026-04-30_2026-05-09
0.3,1,FOMC,Neutral,26,21,5,80.8,19.2,4.2,2021-03-18_2021-03-27|2021-04-29_2021-05-08|2021-06-17_2021-06-26|2021-07-29_2021-08-07|2021-09-23_2021-10-02|2021-11-04_2021-11-13|2022-01-27_2022-02-05|2022-03-17_2022-03-26|2022-05-05_2022-05-14|2022-07-28_2022-08-06|2022-11-03_2022-11-12|2023-03-23_2023-04-01|2023-05-04_2023-05-13|2023-12-14_2023-12-23|2024-03-21_2024-03-30|2024-05-02_2024-05-11|2024-06-13_2024-06-22|2024-08-01_2024-08-10|2024-12-19_2024-12-28|2025-01-30_2025-02-08|2025-03-20_2025-03-29|2025-05-08_2025-05-17|2025-09-18_2025-09-27|2025-10-30_2025-11-08|2026-03-19_2026-03-28|2026-04-30_2026-05-09
