آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,دوره‌ها
0.0,1,FOMC,Neutral,13,9,4,69.2,30.8,2.25,2021-11-04_2021-11-18|2022-09-22_2022-10-06|2023-02-02_2023-02-16|2023-05-04_2023-05-18|2023-06-15_2023-06-29|2024-02-01_2024-02-15|2024-05-02_2024-05-16|2024-06-13_2024-06-27|2024-08-01_2024-08-15|2024-12-19_2025-01-02|2025-01-30_2025-02-13|2025-07-31_2025-08-14|2025-12-11_2025-12-25
0.1,1,FOMC,Neutral,13,9,4,69.2,30.8,2.25,2021-11-04_2021-11-18|2022-09-22_2022-10-06|2023-02-02_2023-02-16|2023-05-04_2023-05-18|2023-06-15_2023-06-29|2024-02-01_2024-02-15|2024-05-02_2024-05-16|2024-06-13_2024-06-27|2024-08-01_2024-08-15|2024-12-19_2025-01-02|2025-01-30_2025-02-13|2025-07-31_2025-08-14|2025-12-11_2025-12-25
0.2,1,FOMC,Neutral,13,9,4,69.2,30.8,2.25,2021-11-04_2021-11-18|2022-09-22_2022-10-06|2023-02-02_2023-02-16|2023-05-04_2023-05-18|2023-06-15_2023-06-29|2024-02-01_2024-02-15|2024-05-02_2024-05-16|2024-06-13_2024-06-27|2024-08-01_2024-08-15|2024-12-19_2025-01-02|2025-01-30_2025-02-13|2025-07-31_2025-08-14|2025-12-11_2025-12-25
0.3,1,FOMC,Neutral,13,9,4,69.2,30.8,2.25,2021-11-04_2021-11-18|2022-09-22_2022-10-06|2023-02-02_2023-02-16|2023-05-04_2023-05-18|2023-06-15_2023-06-29|2024-02-01_2024-02-15|2024-05-02_2024-05-16|2024-06-13_2024-06-27|2024-08-01_2024-08-15|2024-12-19_2025-01-02|2025-01-30_2025-02-13|2025-07-31_2025-08-14|2025-12-11_2025-12-25
