آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,دوره‌ها
0.0,1,FOMC,Neutral,24,14,10,58.3,41.7,1.4,2018-02-01_2018-02-10|2018-09-27_2018-10-06|2019-03-21_2019-03-30|2019-09-19_2019-09-28|2019-10-31_2019-11-09|2020-06-11_2020-06-20|2020-09-17_2020-09-26|2022-12-15_2022-12-24|2023-03-23_2023-04-01|2023-06-15_2023-06-24|2023-07-27_2023-08-05|2023-11-02_2023-11-11|2023-12-14_2023-12-23|2024-02-01_2024-02-10|2024-05-02_2024-05-11|2024-06-13_2024-06-22|2024-08-01_2024-08-10|2024-09-19_2024-09-28|2024-12-19_2024-12-28|2025-05-08_2025-05-17|2025-06-19_2025-06-28|2025-12-11_2025-12-20|2026-03-19_2026-03-28|2026-04-30_2026-05-09
0.1,1,FOMC,Neutral,24,14,10,58.3,41.7,1.4,2018-02-01_2018-02-10|2018-09-27_2018-10-06|2019-03-21_2019-03-30|2019-09-19_2019-09-28|2019-10-31_2019-11-09|2020-06-11_2020-06-20|2020-09-17_2020-09-26|2022-12-15_2022-12-24|2023-03-23_2023-04-01|2023-06-15_2023-06-24|2023-07-27_2023-08-05|2023-11-02_2023-11-11|2023-12-14_2023-12-23|2024-02-01_2024-02-10|2024-05-02_2024-05-11|2024-06-13_2024-06-22|2024-08-01_2024-08-10|2024-09-19_2024-09-28|2024-12-19_2024-12-28|2025-05-08_2025-05-17|2025-06-19_2025-06-28|2025-12-11_2025-12-20|2026-03-19_2026-03-28|2026-04-30_2026-05-09
0.2,1,FOMC,Neutral,24,14,10,58.3,41.7,1.4,2018-02-01_2018-02-10|2018-09-27_2018-10-06|2019-03-21_2019-03-30|2019-09-19_2019-09-28|2019-10-31_2019-11-09|2020-06-11_2020-06-20|2020-09-17_2020-09-26|2022-12-15_2022-12-24|2023-03-23_2023-04-01|2023-06-15_2023-06-24|2023-07-27_2023-08-05|2023-11-02_2023-11-11|2023-12-14_2023-12-23|2024-02-01_2024-02-10|2024-05-02_2024-05-11|2024-06-13_2024-06-22|2024-08-01_2024-08-10|2024-09-19_2024-09-28|2024-12-19_2024-12-28|2025-05-08_2025-05-17|2025-06-19_2025-06-28|2025-12-11_2025-12-20|2026-03-19_2026-03-28|2026-04-30_2026-05-09
0.3,1,FOMC,Neutral,24,14,10,58.3,41.7,1.4,2018-02-01_2018-02-10|2018-09-27_2018-10-06|2019-03-21_2019-03-30|2019-09-19_2019-09-28|2019-10-31_2019-11-09|2020-06-11_2020-06-20|2020-09-17_2020-09-26|2022-12-15_2022-12-24|2023-03-23_2023-04-01|2023-06-15_2023-06-24|2023-07-27_2023-08-05|2023-11-02_2023-11-11|2023-12-14_2023-12-23|2024-02-01_2024-02-10|2024-05-02_2024-05-11|2024-06-13_2024-06-22|2024-08-01_2024-08-10|2024-09-19_2024-09-28|2024-12-19_2024-12-28|2025-05-08_2025-05-17|2025-06-19_2025-06-28|2025-12-11_2025-12-20|2026-03-19_2026-03-28|2026-04-30_2026-05-09
