آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,دوره‌ها
0.0,1,FOMC,Neutral,24,14,10,58.3,41.7,1.4,2018-02-01_2018-02-15|2018-09-27_2018-10-11|2019-03-21_2019-04-04|2019-09-19_2019-10-03|2019-10-31_2019-11-14|2020-06-11_2020-06-25|2020-09-17_2020-10-01|2022-12-15_2022-12-29|2023-03-23_2023-04-06|2023-06-15_2023-06-29|2023-07-27_2023-08-10|2023-11-02_2023-11-16|2023-12-14_2023-12-28|2024-02-01_2024-02-15|2024-05-02_2024-05-16|2024-06-13_2024-06-27|2024-08-01_2024-08-15|2024-09-19_2024-10-03|2024-12-19_2025-01-02|2025-05-08_2025-05-22|2025-06-19_2025-07-03|2025-12-11_2025-12-25|2026-03-19_2026-04-02|2026-04-30_2026-05-14
0.1,1,FOMC,Neutral,24,14,10,58.3,41.7,1.4,2018-02-01_2018-02-15|2018-09-27_2018-10-11|2019-03-21_2019-04-04|2019-09-19_2019-10-03|2019-10-31_2019-11-14|2020-06-11_2020-06-25|2020-09-17_2020-10-01|2022-12-15_2022-12-29|2023-03-23_2023-04-06|2023-06-15_2023-06-29|2023-07-27_2023-08-10|2023-11-02_2023-11-16|2023-12-14_2023-12-28|2024-02-01_2024-02-15|2024-05-02_2024-05-16|2024-06-13_2024-06-27|2024-08-01_2024-08-15|2024-09-19_2024-10-03|2024-12-19_2025-01-02|2025-05-08_2025-05-22|2025-06-19_2025-07-03|2025-12-11_2025-12-25|2026-03-19_2026-04-02|2026-04-30_2026-05-14
0.2,1,FOMC,Neutral,24,14,10,58.3,41.7,1.4,2018-02-01_2018-02-15|2018-09-27_2018-10-11|2019-03-21_2019-04-04|2019-09-19_2019-10-03|2019-10-31_2019-11-14|2020-06-11_2020-06-25|2020-09-17_2020-10-01|2022-12-15_2022-12-29|2023-03-23_2023-04-06|2023-06-15_2023-06-29|2023-07-27_2023-08-10|2023-11-02_2023-11-16|2023-12-14_2023-12-28|2024-02-01_2024-02-15|2024-05-02_2024-05-16|2024-06-13_2024-06-27|2024-08-01_2024-08-15|2024-09-19_2024-10-03|2024-12-19_2025-01-02|2025-05-08_2025-05-22|2025-06-19_2025-07-03|2025-12-11_2025-12-25|2026-03-19_2026-04-02|2026-04-30_2026-05-14
0.3,1,FOMC,Neutral,24,14,10,58.3,41.7,1.4,2018-02-01_2018-02-15|2018-09-27_2018-10-11|2019-03-21_2019-04-04|2019-09-19_2019-10-03|2019-10-31_2019-11-14|2020-06-11_2020-06-25|2020-09-17_2020-10-01|2022-12-15_2022-12-29|2023-03-23_2023-04-06|2023-06-15_2023-06-29|2023-07-27_2023-08-10|2023-11-02_2023-11-16|2023-12-14_2023-12-28|2024-02-01_2024-02-15|2024-05-02_2024-05-16|2024-06-13_2024-06-27|2024-08-01_2024-08-15|2024-09-19_2024-10-03|2024-12-19_2025-01-02|2025-05-08_2025-05-22|2025-06-19_2025-07-03|2025-12-11_2025-12-25|2026-03-19_2026-04-02|2026-04-30_2026-05-14
