آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,دوره‌ها
0.0,1,FOMC,Neutral,33,25,8,75.8,24.2,3.12,2018-02-01_2018-02-10|2018-03-22_2018-03-31|2018-05-03_2018-05-12|2018-09-27_2018-10-06|2018-11-09_2018-11-18|2019-01-31_2019-02-09|2019-06-20_2019-06-29|2019-09-19_2019-09-28|2020-06-11_2020-06-20|2020-07-30_2020-08-08|2020-09-17_2020-09-26|2021-01-28_2021-02-06|2021-07-29_2021-08-07|2022-01-27_2022-02-05|2022-03-17_2022-03-26|2022-05-05_2022-05-14|2022-06-16_2022-06-25|2022-09-22_2022-10-01|2022-12-15_2022-12-24|2023-02-02_2023-02-11|2023-03-23_2023-04-01|2023-05-04_2023-05-13|2023-06-15_2023-06-24|2023-07-27_2023-08-05|2024-03-21_2024-03-30|2024-06-13_2024-06-22|2024-08-01_2024-08-10|2024-09-19_2024-09-28|2025-01-30_2025-02-08|2025-10-30_2025-11-08|2025-12-11_2025-12-20|2026-01-29_2026-02-07|2026-04-30_2026-05-09
0.1,1,FOMC,Neutral,33,25,8,75.8,24.2,3.12,2018-02-01_2018-02-10|2018-03-22_2018-03-31|2018-05-03_2018-05-12|2018-09-27_2018-10-06|2018-11-09_2018-11-18|2019-01-31_2019-02-09|2019-06-20_2019-06-29|2019-09-19_2019-09-28|2020-06-11_2020-06-20|2020-07-30_2020-08-08|2020-09-17_2020-09-26|2021-01-28_2021-02-06|2021-07-29_2021-08-07|2022-01-27_2022-02-05|2022-03-17_2022-03-26|2022-05-05_2022-05-14|2022-06-16_2022-06-25|2022-09-22_2022-10-01|2022-12-15_2022-12-24|2023-02-02_2023-02-11|2023-03-23_2023-04-01|2023-05-04_2023-05-13|2023-06-15_2023-06-24|2023-07-27_2023-08-05|2024-03-21_2024-03-30|2024-06-13_2024-06-22|2024-08-01_2024-08-10|2024-09-19_2024-09-28|2025-01-30_2025-02-08|2025-10-30_2025-11-08|2025-12-11_2025-12-20|2026-01-29_2026-02-07|2026-04-30_2026-05-09
0.2,1,FOMC,Neutral,33,25,8,75.8,24.2,3.12,2018-02-01_2018-02-10|2018-03-22_2018-03-31|2018-05-03_2018-05-12|2018-09-27_2018-10-06|2018-11-09_2018-11-18|2019-01-31_2019-02-09|2019-06-20_2019-06-29|2019-09-19_2019-09-28|2020-06-11_2020-06-20|2020-07-30_2020-08-08|2020-09-17_2020-09-26|2021-01-28_2021-02-06|2021-07-29_2021-08-07|2022-01-27_2022-02-05|2022-03-17_2022-03-26|2022-05-05_2022-05-14|2022-06-16_2022-06-25|2022-09-22_2022-10-01|2022-12-15_2022-12-24|2023-02-02_2023-02-11|2023-03-23_2023-04-01|2023-05-04_2023-05-13|2023-06-15_2023-06-24|2023-07-27_2023-08-05|2024-03-21_2024-03-30|2024-06-13_2024-06-22|2024-08-01_2024-08-10|2024-09-19_2024-09-28|2025-01-30_2025-02-08|2025-10-30_2025-11-08|2025-12-11_2025-12-20|2026-01-29_2026-02-07|2026-04-30_2026-05-09
0.3,1,FOMC,Neutral,33,25,8,75.8,24.2,3.12,2018-02-01_2018-02-10|2018-03-22_2018-03-31|2018-05-03_2018-05-12|2018-09-27_2018-10-06|2018-11-09_2018-11-18|2019-01-31_2019-02-09|2019-06-20_2019-06-29|2019-09-19_2019-09-28|2020-06-11_2020-06-20|2020-07-30_2020-08-08|2020-09-17_2020-09-26|2021-01-28_2021-02-06|2021-07-29_2021-08-07|2022-01-27_2022-02-05|2022-03-17_2022-03-26|2022-05-05_2022-05-14|2022-06-16_2022-06-25|2022-09-22_2022-10-01|2022-12-15_2022-12-24|2023-02-02_2023-02-11|2023-03-23_2023-04-01|2023-05-04_2023-05-13|2023-06-15_2023-06-24|2023-07-27_2023-08-05|2024-03-21_2024-03-30|2024-06-13_2024-06-22|2024-08-01_2024-08-10|2024-09-19_2024-09-28|2025-01-30_2025-02-08|2025-10-30_2025-11-08|2025-12-11_2025-12-20|2026-01-29_2026-02-07|2026-04-30_2026-05-09
