آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,ماه‌ها
0.0,1,CPI m/m,Good,25,18,7,72.0,28.0,2.57,2018-05|2018-07|2018-09|2018-10|2019-05|2019-10|2020-06|2020-11|2021-09|2022-08|2022-11|2022-12|2023-04|2023-06|2023-07|2023-11|2024-05|2024-06|2024-07|2025-03|2025-04|2025-05|2025-06|2025-10|2026-02
0.0,1,CPI m/m,Neutral,22,15,7,68.2,31.8,2.14,2018-11|2019-03|2019-09|2020-01|2020-10|2021-01|2021-02|2021-03|2021-08|2022-03|2022-04|2023-01|2023-02|2023-03|2023-05|2023-08|2023-09|2024-08|2024-09|2024-12|2025-07|2025-08
0.0,1,CPI m/m,Bad,21,14,7,66.7,33.3,2.0,2019-07|2019-11|2020-03|2020-07|2020-08|2020-09|2021-06|2021-10|2021-11|2021-12|2022-01|2022-02|2022-07|2022-10|2023-12|2024-01|2024-02|2024-04|2024-10|2025-02|2025-09
0.1,1,CPI m/m,Neutral,46,32,14,69.6,30.4,2.29,2018-05|2018-07|2018-09|2018-10|2018-11|2019-03|2019-07|2019-09|2019-10|2020-01|2020-03|2020-06|2020-07|2020-10|2020-11|2021-01|2021-02|2021-03|2021-08|2022-01|2022-03|2022-04|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-11|2023-12|2024-01|2024-02|2024-06|2024-08|2024-09|2024-10|2024-12|2025-03|2025-05|2025-06|2025-07|2025-08|2026-02
0.1,1,CPI m/m,Good,9,6,3,66.7,33.3,2.0,2019-05|2021-09|2022-08|2022-11|2022-12|2024-05|2024-07|2025-04|2025-10
0.1,1,CPI m/m,Bad,13,9,4,69.2,30.8,2.25,2019-11|2020-08|2020-09|2021-06|2021-10|2021-11|2021-12|2022-02|2022-07|2022-10|2024-04|2025-02|2025-09
0.2,1,CPI m/m,Neutral,66,45,21,68.2,31.8,2.14,2018-05|2018-07|2018-09|2018-10|2018-11|2019-03|2019-05|2019-07|2019-09|2019-10|2019-11|2020-01|2020-03|2020-06|2020-07|2020-09|2020-10|2020-11|2021-01|2021-02|2021-03|2021-06|2021-08|2021-09|2021-10|2021-12|2022-01|2022-02|2022-03|2022-04|2022-07|2022-08|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-11|2023-12|2024-01|2024-02|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-12|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2026-02
0.2,1,CPI m/m,Bad,2,2,0,100.0,0.0,inf,2020-08|2021-11
0.3,1,CPI m/m,Neutral,67,46,21,68.7,31.3,2.19,2018-05|2018-07|2018-09|2018-10|2018-11|2019-03|2019-05|2019-07|2019-09|2019-10|2019-11|2020-01|2020-03|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2021-01|2021-02|2021-03|2021-06|2021-08|2021-09|2021-10|2021-12|2022-01|2022-02|2022-03|2022-04|2022-07|2022-08|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-11|2023-12|2024-01|2024-02|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-12|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2026-02
0.3,1,CPI m/m,Bad,1,1,0,100.0,0.0,inf,2021-11
0.0,1,Core CPI m/m,Good,27,21,6,77.8,22.2,3.5,2018-05|2018-09|2018-10|2019-03|2019-05|2019-10|2020-01|2020-06|2020-11|2021-02|2021-03|2021-08|2021-09|2022-04|2022-08|2022-11|2022-12|2023-07|2023-11|2024-06|2024-07|2025-03|2025-04|2025-05|2025-06|2025-07|2025-10
0.0,1,Core CPI m/m,Neutral,22,12,10,54.5,45.5,1.2,2018-07|2018-11|2019-11|2020-03|2020-10|2021-01|2021-10|2021-12|2022-03|2023-01|2023-02|2023-04|2023-06|2023-08|2023-12|2024-01|2024-05|2024-08|2024-12|2025-08|2025-09|2026-02
